ORF,FOP,instability index
YNL331C,0.47,49.13
YNL332W,0.81,34.1
YNL333W,0.6,36.94
YNL334C,0.48,36.15
YNL335W,0.48,35.35
YNL336W,0.47,36.38
YNL337W,0.4,61.73
YNL338W,0.54,26.77
YNL339C,0.45,39.01
YNR001C,0.58,26.84
YNR002C,0.53,32.02
YNR003C,0.48,38.52
YNR004W,0.49,36.9
YNR005C,0.43,57.1
YNR006W,0.46,74.37
YNR007C,0.44,50.69
YNR008W,0.46,47.06
YNR009W,0.48,52.89
YNR010W,0.45,37.36
YNR011C,0.46,43.39
YNR012W,0.49,37.35
YNR013C,0.56,41.86
YNR014W,0.51,85.03
YNR015W,0.52,34.1
YNR016C,0.67,41.05
YNR017W,0.47,37.75
YNR018W,0.58,43.22
YNR019W,0.54,36.86
YNR020C,0.4,47.06
YNR021W,0.61,42.46
YNR022C,0.51,40.73
YNR023W,0.43,41.06
YNR024W,0.39,37.3
YNR025C,0.34,62.53
YNR026C,0.47,20.88
YNR027W,0.43,29.08
YNR028W,0.46,42.99
YNR029C,0.48,45.22
YNR030W,0.55,30.46
YNR031C,0.46,42.51
YNR032W,0.47,33.27
YNR033W,0.48,39.84
YNR034W,0.46,35.5
YNR035C,0.61,53.11
YNR036C,0.49,32.29
YNR037C,0.45,48.15
YNR038W,0.53,41.41
YNR039C,0.44,43.55
YNR040W,0.47,43.89
YNR041C,0.47,36.97
YNR042W,0.38,54.27
YNR043W,0.57,39.56
YNR044W,0.51,66.83
YNR045W,0.45,51.24
YNR046W,0.57,39.52
YNR047W,0.46,56.8
YNR048W,0.46,31.77
YNR049C,0.4,50.93
YNR050C,0.67,26.19
YNR051C,0.53,37.28
YNR052C,0.48,55.48
YNR053C,0.59,39.78
YNR054C,0.54,54.38
YNR055C,0.57,31.9
YNR056C,0.52,38.04
YNR057C,0.45,37.93
YNR058W,0.51,42.71
YNR059W,0.42,54.58
YNR060W,0.49,29.99
YNR061C,0.48,47.55
YNR062C,0.42,25.81
YNR063W,0.42,45.51
YNR064C,0.51,31.19
YNR065C,0.47,36.06
YNR066C,0.43,40.17
YNR067C,0.49,43.91
YNR068C,0.42,40.17
YNR069C,0.42,48.95
YNR070W,0.51,37.75
YNR071C,0.58,24.82
YNR072W,0.58,35.28
YNR073C,0.64,29.67
YNR074C,0.46,23.74
YNR075W,0.44,41.89
YNR076W,0.9,14.97
YNR077C,0.39,58.01
YOL001W,0.39,47.14
YOL002C,0.42,31.31
YOL003C,0.42,40.64
YOL004W,0.47,53.22
YOL005C,0.58,14.16
YOL006C,0.52,44.88
YOL007C,0.47,50.23
YOL008W,0.42,30.52
YOL009C,0.37,42.5
YOL010W,0.52,40.17
YOL011W,0.5,37.22
YOL012C,0.53,40.54
YOL013C,0.41,41.15
YOL014W,0.41,37.34
YOL015W,0.46,42.22
YOL016C,0.51,46.79
YOL017W,0.42,42.86
YOL018C,0.41,44.6
YOL019W,0.47,48.48
YOL020W,0.52,30.17
YOL021C,0.52,39.96
YOL022C,0.45,48.23
YOL023W,0.48,31.54
YOL024W,0.36,70.55
YOL025W,0.43,45.37
YOL026C,0.37,41.41
YOL027C,0.56,47.7
YOL028C,0.43,34.46
YOL029C,0.44,61.3
YOL030W,0.63,42.68
YOL031C,0.48,40.02
YOL032W,0.37,32.12
YOL033W,0.45,44.71
YOL034W,0.48,37.27
YOL035C,0.46,38.05
YOL036W,0.44,57.69
YOL037C,0.36,45.43
YOL038W,0.56,54.81
YOL039W,0.92,42.94
YOL040C,0.93,39.7
YOL041C,0.53,42.13
YOL042W,0.42,26.15
YOL043C,0.43,42.34
YOL044W,0.4,50.16
YOL045W,0.45,38.15
YOL046C,0.46,40.33
YOL047C,0.42,49.75
YOL048C,0.46,31.99
YOL049W,0.47,34.26
YOL050C,0.45,38.47
YOL051W,0.53,51.21
YOL052C,0.56,40.4
YOL052C-A,0.72,8.79
YOL053W,0.42,42.28
YOL054W,0.43,67.04
YOL055C,0.6,28.16
YOL056W,0.5,43.32
YOL057W,0.51,33.28
YOL058W,0.74,27.72
YOL059W,0.59,41.63
YOL060C,0.51,46.55
YOL061W,0.57,34.41
YOL062C,0.48,40.24
YOL063C,0.44,39.76
YOL064C,0.54,30.28
YOL065C,0.4,38.04
YOL066C,0.47,25.45
YOL067C,0.49,21.31
YOL068C,0.43,44.96
YOL069W,0.46,54.5
YOL070C,0.45,56.5
YOL071W,0.51,57.86
YOL072W,0.47,45.64
YOL073C,0.4,30.13
YOL075C,0.44,35.58
YOL076W,0.46,42.3
YOL077C,0.56,44.53
YOL078W,0.41,40.29
YOL079W,0.35,42.78
YOL080C,0.49,20.74
YOL081W,0.46,45.79
YOL082W,0.54,46.16
YOL083W,0.45,42.37
YOL084W,0.52,38.8
YOL085C,0.39,54.6
YOL086C,0.95,20.59
YOL087C,0.44,38.72
YOL088C,0.51,40.74
YOL089C,0.43,40.37
YOL090W,0.5,36.6
YOL091W,0.46,48.77
YOL092W,0.52,42.21
YOL093W,0.47,50.56
YOL094C,0.48,40.14
YOL095C,0.42,35.41
YOL096C,0.46,36.31
YOL097C,0.62,34.47
YOL098C,0.52,39.68
YOL099C,0.4,24.99
YOL100W,0.44,44.36
YOL101C,0.43,46.26
YOL102C,0.43,49.84
YOL103W,0.54,35.43
YOL104C,0.44,40.55
YOL105C,0.49,47.15
YOL106W,0.41,45.24
YOL107W,0.51,34.16
YOL108C,0.41,63.23
YOL109W,0.85,53.42
YOL110W,0.34,49.97
YOL111C,0.53,39.53
YOL112W,0.41,45.89
YOL113W,0.4,52.61
YOL114C,0.45,37.86
YOL115W,0.44,41.41
YOL116W,0.42,55.61
YOL117W,0.45,44.35
YOL118C,0.46,50.47
YOL119C,0.45,27.12
YOL120C,0.92,39.93
YOL121C,0.92,53.36
YOL122C,0.52,40.71
YOL123W,0.57,49.09
YOL124C,0.46,42.04
YOL125W,0.43,34.65
YOL126C,0.58,46.38
YOL127W,0.9,26.29
YOL128C,0.39,51.07
YOL129W,0.4,22.34
YOL130W,0.48,49.73
YOL131W,0.42,70.44
YOL132W,0.47,37.66
YOL133W,0.55,52.69
YOL134C,0.5,32.31
YOL135C,0.41,55.6
YOL136C,0.48,48.44
YOL137W,0.46,34.31
YOL138C,0.44,40.08
YOL139C,0.66,36.33
YOL140W,0.55,32.33
YOL141W,0.46,46.24
YOL142W,0.49,38.99
YOL143C,0.59,39.38
YOL144W,0.43,44.93
YOL145C,0.51,41.92
YOL146W,0.4,35.49
YOL147C,0.49,33.99
YOL148C,0.41,52.61
YOL149W,0.43,24.51
YOL150C,0.31,30.51
YOL151W,0.6,34.87
YOL152W,0.48,42.13
YOL153C,,
YOL154W,0.66,34.56
YOL155C,0.68,41.24
YOL156W,0.56,34.13
YOL157C,0.61,31.9
YOL158C,0.46,33.68
YOL159C,0.41,32.25
YOL160W,0.43,52.79
YOL161C,0.9,16.31
YOL162W,0.46,48.84
YOL163W,0.46,40.35
YOL164W,0.47,42.37
YOL165C,0.49,49.33
YOL166C,0.3,57.45
YOR001W,0.42,45.2
YOR002W,0.43,45.36
YOR003W,0.42,31.19
YOR004W,0.48,57.01
YOR005C,0.41,44.09
YOR006C,0.46,55.45
YOR007C,0.54,47.63
YOR008C,0.43,48.3
YOR009W,0.74,61.21
YOR010C,0.84,49.5
YOR011W,0.54,41.99
YOR012W,0.44,53.71
YOR013W,0.46,25.8
YOR014W,0.49,49.3
YOR015W,0.5,41.4
YOR016C,0.52,39.52
YOR017W,0.43,48.93
YOR018W,0.43,52.68
YOR019W,0.45,44.62
YOR020C,0.7,17.51
YOR021C,0.51,41.52
YOR022C,0.45,46.44
YOR023C,0.48,56.89
YOR024W,0.36,32.65
YOR025W,0.47,46.5
YOR026W,0.46,35.42
YOR027W,0.6,39.5
YOR028C,0.43,53.32
YOR029W,0.33,47.84
YOR030W,0.45,43.68
YOR031W,,
YOR032C,0.43,59.42
YOR033C,0.47,45.71
YOR034C,0.46,27.27
YOR035C,0.45,48.58
YOR036W,0.43,49.68
YOR037W,0.41,50.59
YOR038C,0.44,38.23
YOR039W,0.43,41.34
YOR040W,0.45,36.75
YOR041C,0.53,57.3
YOR042W,0.47,71.04
YOR043W,0.47,53.56
YOR044W,0.37,42.88
YOR045W,0.71,56.97
YOR046C,0.53,32.2
YOR047C,0.42,52.15
YOR048C,0.5,50.15
YOR049C,0.49,31.41
YOR050C,0.41,50.57
YOR051C,0.53,43.08
YOR052C,0.52,54.04
YOR053W,0.44,153.4
YOR054C,0.46,45.14
YOR055W,0.49,35.39
YOR056C,0.49,47.15
YOR057W,0.46,43.64
YOR058C,0.43,48.74
YOR059C,0.42,28.54
YOR060C,0.4,34.18
YOR061W,0.51,28.33
YOR062C,0.41,46.36
YOR063W,0.93,21.58
YOR064C,0.42,44.16
YOR065W,0.66,31.64
YOR066W,0.45,63.05
YOR067C,0.46,32.37
YOR068C,0.44,42.33
YOR069W,0.46,44.73
YOR070C,0.44,50.31
YOR071C,0.65,31.8
YOR072W,0.5,41.32
YOR073W,0.44,57.52
YOR074C,0.52,41.98
YOR075W,0.47,49.86
YOR076C,0.43,39.73
YOR077W,0.45,55.46
YOR078W,0.41,64.47
YOR079C,0.44,22.56
YOR080W,0.41,39.43
YOR081C,0.51,46.83
YOR082C,0.56,58.12
YOR083W,0.39,85.31
YOR084W,0.45,50.17
YOR085W,0.57,35.25
YOR086C,0.56,28.72
YOR087W,0.47,39.54
YOR089C,0.52,22.19
YOR090C,0.47,39.83
YOR091W,0.62,37.19
YOR092W,0.53,51.58
YOR093C,0.44,40.37
YOR094W,0.44,25.69
YOR095C,0.57,30.88
YOR096W,0.9,56.52
YOR097C,0.36,30.96
YOR098C,0.43,41.76
YOR099W,0.56,39.27
YOR100C,0.48,34.1
YOR101W,0.52,34.47
YOR102W,0.34,18.79
YOR103C,0.47,30.12
YOR104W,0.44,60.16
YOR105W,0.37,51.7
YOR106W,0.5,65.42
YOR107W,0.44,47.31
YOR108W,0.62,38.1
YOR109W,0.46,42.43
YOR110W,0.43,39.6
YOR111W,0.46,40.16
YOR112W,0.43,43.71
YOR113W,0.44,44.48
YOR114W,0.42,52.43
YOR115C,0.43,55.47
YOR116C,0.55,39.16
YOR117W,0.54,39.01
YOR118W,0.43,38.54
YOR119C,0.46,39.63
YOR120W,0.56,33.0
YOR121C,0.53,55.72
YOR122C,0.77,35.39
YOR123C,0.47,70.28
YOR124C,0.46,38.33
YOR125C,0.51,37.83
YOR126C,0.45,47.34
YOR127W,0.42,57.11
YOR128C,0.55,40.91
YOR129C,0.43,44.37
YOR130C,0.43,31.79
YOR131C,0.39,47.7
YOR132W,0.48,51.55
YOR133W,0.92,30.98
YOR134W,0.41,50.95
YOR135C,0.42,36.88
YOR136W,0.6,32.28
YOR137C,0.42,41.47
YOR138C,0.44,44.68
YOR139C,0.48,59.92
YOR140W,0.48,56.73
YOR141C,0.47,43.63
YOR142W,0.61,28.49
YOR143C,0.48,30.02
YOR144C,0.43,41.37
YOR145C,0.5,32.83
YOR146W,0.4,60.84
YOR147W,0.45,39.24
YOR148C,0.39,44.58
YOR149C,0.43,29.91
YOR150W,0.48,38.18
YOR151C,0.57,43.81
YOR152C,0.45,39.49
YOR153W,0.59,35.64
YOR154W,0.46,44.47
YOR155C,0.47,56.82
YOR156C,0.41,43.54
YOR157C,0.55,23.56
YOR158W,0.48,39.02
YOR159C,0.43,29.25
YOR160W,0.47,38.45
YOR161C,0.48,41.39
YOR162C,0.46,49.7
YOR163W,0.55,51.54
YOR164C,0.48,30.3
YOR165W,0.49,42.0
YOR166C,0.47,36.82
YOR167C,0.86,35.01
YOR168W,0.59,34.5
YOR169C,0.53,51.92
YOR170W,0.43,46.52
YOR171C,0.45,48.09
YOR172W,0.43,50.47
YOR173W,0.5,45.89
YOR174W,0.48,43.69
YOR175C,0.55,45.08
YOR176W,0.51,41.44
YOR177C,0.46,52.27
YOR178C,0.45,50.91
YOR179C,0.45,22.31
YOR180C,0.42,37.88
YOR181W,0.42,64.4
YOR182C,0.9,31.38
YOR183W,0.35,19.73
YOR184W,0.6,36.04
YOR185C,0.58,35.64
YOR186W,0.51,48.03
YOR187W,0.64,30.99
YOR188W,0.42,57.92
YOR189W,0.39,66.0
YOR190W,0.46,28.42
YOR191W,0.45,49.54
YOR192C,0.63,31.32
YOR193W,0.41,40.21
YOR194C,0.44,41.94
YOR195W,0.45,42.43
YOR196C,0.48,39.97
YOR197W,0.52,41.92
YOR198C,0.71,48.87
YOR199W,0.37,50.21
YOR200W,0.4,40.93
YOR201C,0.45,38.02
YOR202W,0.45,33.67
YOR203W,0.37,40.32
YOR204W,0.71,42.4
YOR205C,0.39,40.2
YOR206W,0.56,46.89
YOR207C,0.55,41.08
YOR208W,0.42,43.21
YOR209C,0.54,38.92
YOR210W,0.67,51.61
YOR211C,0.45,40.65
YOR212W,0.44,52.2
YOR213C,0.36,53.6
YOR214C,0.41,40.64
YOR215C,0.59,34.0
YOR216C,0.5,48.36
YOR217W,0.48,38.08
YOR218C,0.56,42.52
YOR219C,0.46,38.53
YOR220W,0.43,54.4
YOR221C,0.48,46.04
YOR222W,0.57,25.21
YOR223W,0.43,59.01
YOR224C,0.6,45.44
YOR225W,0.42,26.13
YOR226C,0.53,32.71
YOR227W,0.46,53.07
YOR228C,0.44,46.67
YOR229W,0.53,37.0
YOR230W,0.63,45.44
YOR231W,0.4,48.39
YOR232W,0.57,42.01
YOR233W,0.45,50.56
YOR234C,0.91,32.94
YOR235W,0.35,23.58
YOR236W,0.42,36.86
YOR237W,0.47,49.36
YOR238W,0.45,54.45
YOR239W,0.54,42.75
YOR241W,0.49,37.97
YOR242C,0.41,49.02
YOR243C,0.54,36.78
YOR244W,0.47,41.87
YOR245C,0.46,39.57
YOR246C,0.49,24.17
YOR247W,0.64,28.93
YOR248W,0.32,89.99
YOR249C,0.43,41.3
YOR250C,0.43,39.52
YOR251C,0.48,34.57
YOR252W,0.51,39.13
YOR253W,0.46,37.71
YOR254C,0.49,39.07
YOR255W,0.45,61.88
YOR256C,0.43,43.42
YOR257W,0.38,61.87
YOR258W,0.39,33.79
YOR259C,0.56,40.11
YOR260W,0.49,43.84
YOR261C,0.5,42.21
YOR262W,0.44,46.71
YOR263C,0.46,45.83
YOR264W,0.44,56.62
YOR265W,0.46,39.6
YOR266W,0.4,36.43
YOR267C,0.52,45.13
YOR268C,0.5,46.31
YOR269W,0.46,28.64
YOR270C,0.64,30.48
YOR271C,0.6,29.51
YOR272W,0.56,38.17
YOR273C,0.53,43.44
YOR274W,0.47,35.21
YOR275C,0.45,40.1
YOR276W,0.67,50.78
YOR277C,0.49,47.01
YOR278W,0.47,41.05
YOR279C,0.46,72.85
YOR280C,0.46,33.96
YOR281C,0.5,50.91
YOR282W,0.41,63.75
YOR283W,0.56,37.25
YOR284W,0.45,58.19
YOR285W,0.45,36.84
YOR286W,0.5,33.31
YOR287C,0.49,58.34
YOR288C,0.44,38.02
YOR289W,0.39,49.16
YOR290C,0.48,47.05
YOR291W,0.46,45.54
YOR292C,0.39,39.0
YOR293W,0.94,51.62
YOR294W,0.53,33.94
YOR295W,0.41,46.0
YOR296W,0.42,39.28
YOR297C,0.41,34.73
YOR298W,0.43,36.76
YOR299W,0.45,44.87
YOR300W,0.42,52.16
YOR301W,0.45,54.49
YOR302W,0.65,40.86
YOR303W,0.59,31.76
YOR304C-A,0.41,74.01
YOR304W,0.47,41.76
YOR305W,0.39,25.86
YOR306C,0.51,38.29
YOR307C,0.45,39.86
YOR308C,0.43,47.0
YOR309C,0.47,137.73
YOR310C,0.68,32.03
YOR311C,0.46,28.1
YOR312C,0.88,51.12
YOR313C,0.44,35.14
YOR314W,0.45,41.89
YOR315W,0.41,44.97
YOR316C,0.47,39.22
YOR317W,0.57,29.46
YOR318C,0.42,43.35
YOR319W,0.47,19.63
YOR320C,0.47,38.2
YOR321W,0.48,36.52
YOR322C,0.43,53.03
YOR323C,0.59,28.21
YOR324C,0.44,54.63
YOR325W,0.5,29.13
YOR326W,0.54,43.14
YOR327C,0.57,49.98
YOR328W,0.46,39.18
YOR329C,0.46,67.45
YOR330C,0.44,41.05
YOR331C,0.55,31.55
YOR332W,0.68,40.52
YOR333C,0.41,58.31
YOR334W,0.51,45.45
YOR335C,0.68,30.17
YOR336W,0.45,42.66
YOR337W,0.49,47.65
YOR338W,0.45,63.19
YOR339C,0.39,47.41
YOR340C,0.48,35.07
YOR341W,0.61,37.45
YOR342C,0.48,49.31
YOR343C,0.34,70.73
YOR344C,0.55,61.86
YOR345C,0.38,58.22
YOR346W,0.41,41.72
YOR347C,0.51,34.09
YOR348C,0.5,37.47
YOR349W,0.46,44.43
YOR350C,0.41,44.14
YOR351C,0.46,39.47
YOR352W,0.46,41.35
YOR353C,0.4,41.32
YOR354C,0.46,42.14
YOR355W,0.45,56.1
YOR356W,0.5,31.77
YOR357C,0.47,58.37
YOR358W,0.47,63.83
YOR359W,0.48,62.0
YOR360C,0.47,42.75
YOR361C,0.64,37.54
YOR362C,0.55,22.23
YOR363C,0.47,43.29
YOR364W,0.41,26.8
YOR365C,0.44,32.53
YOR366W,0.39,12.43
YOR367W,0.45,51.92
YOR368W,0.36,38.53
YOR369C,0.94,25.18
YOR370C,0.49,36.02
YOR371C,0.45,48.15
YOR372C,0.41,49.09
YOR373W,0.44,35.56
YOR374W,0.67,31.19
YOR375C,0.86,28.86
YOR376W,0.38,47.15
YOR377W,0.45,47.65
YOR378W,0.45,32.03
YOR379C,0.46,30.98
YOR380W,0.44,42.33
YOR381W,0.45,35.52
YOR382W,0.7,19.18
YOR383C,0.84,25.25
YOR384W,0.39,37.02
YOR385W,0.45,46.51
YOR386W,0.46,38.97
YOR387C,0.69,27.47
YOR388C,0.58,26.16
YOR389W,0.47,32.78
YOR390W,0.51,25.4
YOR391C,0.5,32.27
YOR392W,0.43,46.29
YOR393W,0.56,35.08
YOR394W,0.73,21.49
YPL001W,0.46,39.18
YPL002C,0.43,42.61
YPL003W,0.38,38.68
YPL004C,0.6,46.95
YPL005W,0.4,32.35
YPL006W,0.45,42.57
YPL007C,0.41,32.81
YPL008W,0.4,38.92
YPL009C,0.51,52.04
YPL010W,0.51,46.01
YPL011C,0.41,46.46
YPL012W,0.51,41.43
YPL013C,0.39,37.27
YPL014W,0.48,57.57
YPL015C,0.47,38.47
YPL016W,0.47,46.93
YPL017C,0.42,37.37
YPL018W,0.42,34.58
YPL019C,0.49,37.13
YPL020C,0.45,51.0
YPL021W,0.4,46.12
YPL022W,0.42,48.24
YPL023C,0.49,48.26
YPL024W,0.45,30.88
YPL025C,0.43,31.17
YPL026C,0.47,46.56
YPL027W,0.47,49.97
YPL028W,0.72,28.56
YPL029W,0.41,31.58
YPL030W,0.47,44.92
YPL031C,0.51,37.55
YPL032C,0.49,57.37
YPL033C,0.4,46.29
YPL034W,0.39,43.2
YPL035C,0.4,25.29
YPL036W,0.67,34.48
YPL037C,0.85,42.83
YPL038W,0.43,40.14
YPL039W,0.42,44.99
YPL040C,0.44,42.35
YPL041C,0.37,39.97
YPL042C,0.45,34.24
YPL043W,0.53,43.43
YPL044C,0.41,40.44
YPL045W,0.43,36.44
YPL046C,0.33,62.68
YPL047W,0.5,51.29
YPL048W,0.75,29.59
YPL049C,0.41,59.71
YPL050C,0.57,58.73
YPL051W,0.46,52.45
YPL052W,0.4,37.78
YPL053C,0.47,45.58
YPL054W,0.49,65.57
YPL055C,0.43,54.16
YPL056C,0.47,57.33
YPL057C,0.45,41.57
YPL058C,0.62,40.17
YPL059W,0.49,59.79
YPL060W,0.43,42.76
YPL061W,0.81,27.86
YPL062W,0.37,39.53
YPL063W,0.55,45.22
YPL064C,0.44,56.09
YPL065W,0.48,30.05
YPL066W,0.46,51.21
YPL067C,0.5,49.24
YPL068C,0.41,45.06
YPL069C,0.46,35.78
YPL070W,0.43,45.81
YPL071C,0.38,35.14
YPL072W,0.45,45.71
YPL073C,0.45,44.89
YPL074W,0.42,47.2
YPL075W,0.41,51.98
YPL076W,0.47,42.55
YPL077C,0.41,56.1
YPL078C,0.63,48.24
YPL079W,0.92,39.6
YPL080C,0.37,31.14
YPL081W,0.81,45.48
YPL082C,0.46,42.49
YPL083C,0.41,46.82
YPL084W,0.44,47.38
YPL085W,0.47,49.93
YPL086C,0.55,26.1
YPL087W,0.5,26.98
YPL088W,0.52,38.41
YPL089C,0.44,52.22
YPL090C,0.94,37.15
YPL091W,0.58,30.03
YPL092W,0.43,42.78
YPL093W,0.69,48.58
YPL094C,0.55,43.22
YPL095C,0.46,25.14
YPL096W,0.4,36.85
YPL097W,0.41,41.42
YPL098C,0.48,55.23
YPL099C,0.41,57.25
YPL100W,0.41,40.08
YPL101W,0.47,49.97
YPL102C,0.48,33.46
YPL103C,0.43,42.11
YPL104W,0.45,40.85
YPL105C,0.51,58.69
YPL106C,0.79,37.71
YPL107W,0.48,58.52
YPL108W,0.44,48.12
YPL109C,0.46,32.23
YPL110C,0.43,36.6
YPL111W,0.6,28.65
YPL112C,0.42,44.95
YPL113C,0.46,37.95
YPL114W,0.37,75.56
YPL115C,0.44,54.84
YPL116W,0.47,47.51
YPL117C,0.58,33.52
YPL118W,0.52,41.63
YPL119C,0.45,34.94
YPL120W,0.43,39.82
YPL121C,0.47,40.25
YPL122C,0.48,29.48
YPL123C,0.45,37.73
YPL124W,0.41,66.64
YPL125W,0.48,43.18
YPL126W,0.51,33.41
YPL127C,0.55,26.83
YPL128C,0.46,42.22
YPL129W,0.5,42.0
YPL130W,0.48,52.47
YPL131W,0.93,36.83
YPL132W,0.47,49.31
YPL133C,0.43,57.27
YPL134C,0.49,28.04
YPL135W,0.52,44.92
YPL136W,0.34,44.92
YPL137C,0.5,46.7
YPL138C,0.45,48.53
YPL139C,0.45,36.78
YPL140C,0.46,43.7
YPL141C,0.43,61.16
YPL142C,0.55,28.98
YPL143W,0.92,32.94
YPL144W,0.37,49.67
YPL145C,0.59,42.91
YPL146C,0.51,49.81
YPL147W,0.44,34.55
YPL148C,0.42,41.65
YPL149W,0.45,45.02
YPL150W,0.41,50.23
YPL151C,0.39,32.98
YPL152W,0.43,42.49
YPL153C,0.43,40.93
YPL154C,0.68,26.15
YPL155C,0.46,55.7
YPL156C,0.47,48.49
YPL157W,0.41,44.95
YPL158C,0.45,55.66
YPL159C,0.41,44.76
YPL160W,0.63,42.29
YPL161C,0.41,41.55
YPL162C,0.41,33.95
YPL163C,0.59,20.9
YPL164C,0.43,47.28
YPL165C,0.44,52.49
YPL166W,0.36,48.63
YPL167C,0.44,43.93
YPL168W,0.41,42.31
YPL169C,0.45,39.59
YPL170W,0.4,22.33
YPL171C,0.57,34.3
YPL172C,0.44,40.67
YPL173W,0.47,29.35
YPL174C,0.42,43.48
YPL175W,0.43,37.69
YPL176C,0.43,35.81
YPL177C,0.44,51.16
YPL178W,0.49,46.9
YPL179W,0.47,44.08
YPL180W,0.42,59.35
YPL181W,0.42,52.04
YPL182C,0.46,57.69
YPL183C,0.45,34.19
YPL184C,0.49,43.15
YPL185W,0.44,57.75
YPL186C,0.43,35.04
YPL187W,0.6,46.75
YPL188W,0.44,40.82
YPL189W,0.43,43.96
YPL190C,0.54,73.32
YPL191C,0.44,45.01
YPL192C,0.48,36.13
YPL193W,0.4,43.57
YPL194W,0.43,38.15
YPL195W,0.48,38.9
YPL196W,0.43,41.72
YPL197C,0.58,17.64
YPL198W,0.9,36.42
YPL199C,0.45,31.11
YPL200W,0.36,28.0
YPL201C,0.45,31.72
YPL202C,0.42,43.49
YPL203W,0.48,40.3
YPL204W,0.51,53.73
YPL205C,0.49,60.21
YPL206C,0.44,24.61
YPL207W,0.46,35.08
YPL208W,0.46,37.84
YPL209C,0.37,54.68
YPL210C,0.48,36.95
YPL211W,0.5,32.82
YPL212C,0.52,44.82
YPL213W,0.41,43.87
YPL214C,0.52,28.81
YPL215W,0.43,40.69
YPL216W,0.42,38.95
YPL217C,0.52,45.73
YPL218W,0.66,43.62
YPL219W,0.45,42.11
YPL220W,0.92,31.25
YPL221W,0.52,39.74
YPL222W,0.45,33.91
YPL223C,0.58,37.43
YPL224C,0.45,30.99
YPL225W,0.58,42.35
YPL226W,0.62,37.51
YPL227C,0.53,32.97
YPL228W,0.46,49.15
YPL229W,0.48,80.76
YPL230W,0.43,66.64
YPL231W,0.73,39.02
YPL232W,0.59,39.75
YPL233W,0.54,53.8
YPL234C,0.64,45.71
YPL235W,0.54,38.63
YPL236C,0.45,43.28
YPL237W,0.61,43.08
YPL238C,0.39,49.2
YPL239W,0.47,46.13
YPL240C,0.79,42.89
YPL241C,0.44,46.73
YPL242C,0.45,50.58
YPL243W,0.51,38.4
YPL244C,0.46,26.87
YPL245W,0.52,36.43
YPL246C,0.47,28.55
YPL247C,0.42,56.86
YPL248C,0.43,46.25
YPL249C,0.46,44.2
YPL250C,0.5,62.43
YPL251W,0.48,49.44
YPL252C,0.48,42.18
YPL253C,0.46,46.4
YPL254W,0.39,40.03
YPL255W,0.42,53.78
YPL256C,0.53,44.05
YPL257W,0.44,38.8
YPL258C,0.56,34.58
YPL259C,0.45,33.81
YPL260W,0.51,51.02
YPL261C,0.29,21.63
YPL262W,0.63,27.67
YPL263C,0.51,48.02
YPL264C,0.47,39.79
YPL265W,0.59,34.1
YPL266W,0.52,24.02
YPL267W,0.44,55.91
YPL268W,0.43,33.73
YPL269W,0.43,51.83
YPL270W,0.43,40.15
YPL271W,0.52,50.47
YPL272C,0.42,37.54
YPL273W,0.56,30.07
YPL274W,0.55,37.71
YPL275W,0.52,29.75
YPL276W,0.64,27.89
YPL277C,0.45,31.85
YPL278C,0.55,48.47
YPL279C,0.51,24.81
YPL280W,0.5,32.32
YPL281C,0.56,35.08
YPL282C,0.73,21.49
YPL283C,0.45,39.01
YPR001W,0.45,35.31
YPR002W,0.43,30.62
YPR003C,0.4,39.77
YPR004C,0.47,31.39
YPR005C,0.4,51.25
YPR006C,0.48,32.43
YPR007C,0.44,43.13
YPR008W,0.44,54.73
YPR009W,0.45,42.71
YPR010C,0.57,38.6
YPR011C,0.43,30.25
YPR012W,0.45,32.32
YPR013C,0.44,53.27
YPR014C,0.38,50.06
YPR015C,0.42,72.36
YPR016C,0.66,36.33
YPR017C,0.47,38.96
YPR018W,0.46,67.54
YPR019W,0.52,53.43
YPR020W,0.42,31.02
YPR021C,0.44,34.3
YPR022C,0.44,56.3
YPR023C,0.44,51.69
YPR024W,0.54,36.14
YPR025C,0.42,40.72
YPR026W,0.46,39.73
YPR027C,0.43,21.76
YPR028W,0.64,32.73
YPR029C,0.45,38.56
YPR030W,0.45,44.49
YPR031W,0.46,46.7
YPR032W,0.45,35.67
YPR033C,0.63,32.47
YPR034W,0.48,32.74
YPR035W,0.82,44.14
YPR036W,0.6,38.27
YPR037C,0.49,45.55
YPR038W,0.49,44.11
YPR039W,0.37,76.95
YPR040W,0.54,47.31
YPR041W,0.64,39.88
YPR042C,0.43,42.51
YPR043W,0.97,37.82
YPR044C,0.44,37.79
YPR045C,0.45,38.93
YPR046W,0.51,44.75
YPR047W,0.45,33.81
YPR048W,0.46,36.21
YPR049C,0.43,39.41
YPR050C,0.49,36.03
YPR051W,0.42,33.03
YPR052C,0.72,39.16
YPR053C,0.34,66.3
YPR054W,0.44,41.68
YPR055W,0.45,48.41
YPR056W,0.43,43.37
YPR057W,0.42,52.56
YPR058W,0.48,38.34
YPR059C,0.43,37.24
YPR060C,0.56,47.59
YPR061C,0.48,31.14
YPR062W,0.54,18.57
YPR063C,0.59,62.54
YPR064W,0.36,19.53
YPR065W,0.5,62.14
YPR066W,0.42,34.34
YPR067W,0.44,38.0
YPR068C,0.4,38.57
YPR069C,0.69,26.16
YPR070W,0.43,47.69
YPR071W,0.4,41.0
