ORF,gravy score,aliphatic index
YNL050C,-1.18,59.1
YNL051W,-0.31,98.04
YNL052W,-0.52,66.32
YNL053W,-0.45,78.14
YNL054W,-0.9,63.72
YNL055C,-0.09,82.77
YNL056W,-0.23,90.89
YNL057W,0.37,100.84
YNL058C,-0.54,70.31
YNL059C,-0.83,70.42
YNL061W,-0.74,68.85
YNL062C,-0.45,84.27
YNL063W,-0.19,92.83
YNL064C,-0.54,68.29
YNL065W,0.21,92.92
YNL066W,-0.22,65.54
YNL067W,-0.26,93.11
YNL068C,-0.78,65.35
YNL069C,-0.37,80.09
YNL070W,0.21,104.54
YNL071W,-0.26,83.8
YNL072W,-0.47,74.26
YNL073W,-0.37,86.92
YNL074C,-0.65,61.46
YNL075W,-0.61,79.19
YNL076W,-1.03,56.37
YNL077W,-0.64,66.43
YNL078W,-0.76,64.09
YNL079C,-1.48,70.41
YNL080C,-0.09,92.53
YNL081C,-0.31,80.88
YNL082W,-0.54,77.79
YNL083W,-0.39,74.44
YNL084C,-0.74,82.75
YNL085W,-0.24,84.28
YNL086W,-0.37,98.93
YNL087W,-0.28,88.26
YNL088W,-0.7,75.57
YNL089C,0.27,75.86
YNL090W,-0.13,85.63
YNL091W,-1.08,57.52
YNL092W,-0.28,79.5
YNL093W,-0.44,75.8
YNL094W,-0.59,67.91
YNL095C,0.17,95.0
YNL096C,-0.35,95.47
YNL097C,-0.82,64.57
YNL098C,-0.72,65.9
YNL099C,-0.49,85.03
YNL100W,-0.41,85.36
YNL101W,0.15,97.37
YNL102W,-0.56,79.88
YNL103W,-0.99,63.42
YNL104C,-0.38,75.87
YNL105W,0.57,111.04
YNL106C,-0.5,76.52
YNL107W,-0.65,74.55
YNL108C,-0.5,65.4
YNL109W,0.68,117.79
YNL110C,-1.08,64.36
YNL111C,-0.2,95.09
YNL112W,-0.73,66.62
YNL113W,-0.81,68.88
YNL114C,0.73,97.86
YNL115C,-0.32,86.54
YNL116W,-0.57,66.52
YNL117W,-0.3,86.17
YNL118C,-0.79,69.32
YNL119W,-0.38,85.03
YNL120C,0.27,100.65
YNL121C,-0.67,70.22
YNL122C,-0.75,71.21
YNL123W,-0.16,90.7
YNL124W,-1.04,53.53
YNL125C,0.21,92.25
YNL126W,-0.24,92.14
YNL127W,-0.56,78.08
YNL128W,-0.2,89.29
YNL129W,-0.45,79.96
YNL130C,0.54,96.47
YNL131W,-0.33,86.23
YNL132W,-0.4,87.77
YNL133C,-1.24,62.4
YNL134C,-0.11,95.28
YNL135C,-0.13,89.48
YNL136W,-1.57,46.63
YNL137C,-0.71,72.54
YNL138W,-0.53,70.83
YNL139C,-0.49,81.89
YNL140C,-0.21,96.26
YNL141W,-0.34,84.19
YNL142W,0.39,92.58
YNL143C,-0.68,70.73
YNL144C,-0.78,61.94
YNL145W,-0.48,65.68
YNL146W,0.29,96.15
YNL147W,-0.62,87.7
YNL148C,-0.54,76.05
YNL149C,-0.88,74.75
YNL150W,0.19,87.65
YNL151C,-0.93,63.49
YNL152W,-0.86,61.1
YNL153C,-0.77,88.4
YNL154C,-0.97,59.35
YNL155W,-0.77,65.93
YNL156C,0.02,97.91
YNL157W,-0.85,60.51
YNL158W,0.25,109.44
YNL159C,-0.15,80.26
YNL160W,0.12,94.67
YNL161W,-0.87,59.08
YNL162W,-1.05,45.17
YNL163C,-0.3,89.49
YNL164C,-0.87,63.08
YNL165W,-0.55,70.81
YNL166C,-0.98,64.11
YNL167C,-0.81,64.36
YNL168C,-0.31,85.37
YNL169C,-0.29,75.73
YNL170W,-0.13,82.81
YNL171C,0.2,101.03
YNL172W,-0.19,92.32
YNL173C,-0.9,59.39
YNL174W,0.65,88.94
YNL175C,-1.05,57.26
YNL176C,-0.38,58.69
YNL177C,-0.48,88.23
YNL178W,-0.19,87.89
YNL179C,0.28,80.74
YNL180C,-0.83,65.35
YNL181W,-0.38,88.73
YNL182C,-0.29,93.23
YNL183C,-0.57,65.87
YNL184C,-0.37,83.25
YNL185C,0.0,94.01
YNL186W,-0.86,66.3
YNL187W,-0.36,78.32
YNL188W,-1.05,63.89
YNL189W,-0.36,86.32
YNL190W,-1.04,32.8
YNL191W,-0.36,79.73
YNL192W,-0.36,75.04
YNL193W,-0.32,94.25
YNL194C,0.03,77.7
YNL195C,-0.97,46.02
YNL196C,-1.02,58.73
YNL197C,-0.64,65.43
YNL198C,-0.13,87.16
YNL199C,-0.75,66.58
YNL200C,-0.12,82.72
YNL201C,-0.43,86.44
YNL202W,0.08,92.3
YNL203C,0.23,85.35
YNL204C,-0.62,65.79
YNL205C,-0.11,79.44
YNL206C,-0.74,73.39
YNL207W,-0.79,65.21
YNL208W,-1.18,23.14
YNL209W,-0.24,86.63
YNL210W,-0.11,104.59
YNL211C,-0.88,46.69
YNL212W,-0.6,73.08
YNL213C,-1.02,66.02
YNL214W,-0.43,79.57
YNL215W,-1.36,54.81
YNL216W,-0.79,61.37
YNL217W,-0.29,84.67
YNL218W,-0.52,84.69
YNL219C,0.34,102.27
YNL220W,-0.27,89.36
YNL221C,-0.59,74.61
YNL222W,-0.58,71.05
YNL223W,-0.3,78.33
YNL224C,-0.93,63.62
YNL225C,-0.85,76.38
YNL226W,0.0,80.7
YNL227C,-1.1,58.97
YNL228W,0.59,87.86
YNL229C,-0.55,69.77
YNL230C,-0.89,66.21
YNL231C,-0.52,83.19
YNL232W,-0.48,71.32
YNL233W,-0.92,62.37
YNL234W,-0.49,77.13
YNL235C,0.26,108.4
YNL236W,-0.26,84.64
YNL237W,0.42,97.85
YNL238W,-0.47,72.62
YNL239W,-0.41,82.86
YNL240C,-0.24,85.85
YNL241C,-0.46,77.32
YNL242W,-0.27,91.12
YNL243W,-0.46,82.97
YNL244C,-0.54,82.08
YNL245C,-1.11,68.33
YNL246W,-0.81,63.34
YNL247W,-0.56,75.78
YNL248C,-0.43,87.56
YNL249C,-0.26,86.44
YNL250W,-0.78,84.62
YNL251C,-0.66,69.95
YNL252C,-0.59,76.04
YNL253W,-0.33,81.3
YNL254C,-0.65,78.88
YNL255C,-0.81,32.8
YNL256W,-0.22,91.8
YNL257C,-0.32,83.73
YNL258C,-0.47,86.88
YNL259C,-0.15,94.1
YNL260C,-0.59,79.07
YNL261W,-0.18,93.15
YNL262W,-0.38,82.28
YNL263C,0.04,88.61
YNL264C,-0.53,75.48
YNL265C,-0.66,92.13
YNL266W,0.71,96.93
YNL267W,-0.53,78.39
YNL268W,0.3,96.52
YNL269W,-0.12,84.83
YNL270C,0.39,98.99
YNL271C,-0.73,72.69
YNL272C,-0.8,72.39
YNL273W,-0.41,83.9
YNL274C,-0.28,90.06
YNL275W,0.29,95.48
YNL276C,0.23,74.91
YNL277W,-0.26,81.56
YNL278W,-0.83,59.23
YNL279W,0.13,105.6
YNL280C,0.21,103.92
YNL281W,-0.49,86.52
YNL282W,-0.24,93.71
YNL283C,-0.39,57.38
YNL284C,-0.52,77.79
YNL285W,-0.29,86.72
YNL286W,-0.8,72.36
YNL287W,-0.15,95.56
YNL288W,-0.14,94.56
YNL289W,-0.37,90.12
YNL290W,-0.36,91.65
YNL291C,-0.16,75.94
YNL292W,-0.61,77.23
YNL293W,-0.7,71.62
YNL294C,-0.1,92.55
YNL295W,-0.81,68.55
YNL296W,0.09,83.09
YNL297C,-0.1,101.03
YNL298W,-0.73,65.75
YNL299W,-0.82,72.99
YNL300W,0.39,75.67
YNL301C,-0.4,78.53
YNL302C,-0.52,77.93
YNL303W,0.12,78.8
YNL304W,-0.53,74.43
YNL305C,0.37,104.87
YNL306W,-0.47,70.33
YNL307C,-0.34,83.88
YNL308C,-1.38,52.57
YNL309W,-0.9,56.46
YNL310C,-0.55,72.75
YNL311C,-0.42,85.27
YNL312W,-0.45,70.53
YNL313C,-0.21,91.06
YNL314W,-0.75,75.37
YNL315C,-0.64,71.18
YNL316C,-0.38,82.71
YNL317W,-0.54,68.68
YNL318C,0.42,105.94
YNL319W,0.57,134.51
YNL320W,0.01,94.83
YNL321W,0.04,90.51
YNL322C,0.23,79.42
YNL323W,-0.5,70.1
YNL324W,0.65,118.04
YNL325C,-0.42,78.81
YNL326C,-0.02,87.97
YNL327W,-0.06,78.79
YNL328C,-0.27,102.12
YNL329C,-0.1,90.22
YNL330C,-0.42,65.13
YNL331C,-0.28,81.45
YNL332W,-0.32,78.77
YNL333W,-0.01,92.48
YNL334C,-0.16,87.46
YNL335W,-0.15,85.86
YNL336W,0.01,85.13
YNL337W,-0.2,75.59
YNL338W,-1.0,37.08
YNL339C,-0.37,76.19
YNR001C,-0.29,87.82
YNR002C,0.39,89.77
YNR003C,-0.33,81.96
YNR004W,-0.46,97.67
YNR005C,0.64,121.38
YNR006W,-0.86,70.52
YNR007C,-0.62,70.33
YNR008W,-0.52,70.79
YNR009W,-0.72,62.32
YNR010W,-1.01,80.74
YNR011C,-0.48,82.27
YNR012W,-0.06,99.52
YNR013C,0.16,100.18
YNR014W,-0.65,52.38
YNR015W,-0.3,85.6
YNR016C,-0.3,85.96
YNR017W,-0.1,93.24
YNR018W,-0.39,79.01
YNR019W,0.09,84.85
YNR020C,-0.83,55.41
YNR021W,-0.42,78.6
YNR022C,-0.8,79.96
YNR023W,-0.63,75.71
YNR024W,-1.46,45.27
YNR025C,0.77,116.48
YNR026C,-0.16,88.76
YNR027W,0.02,102.16
YNR028W,-0.43,85.03
YNR029C,-0.34,92.85
YNR030W,0.4,102.11
YNR031C,-0.46,79.18
YNR032W,-0.33,79.98
YNR033W,-0.27,84.26
YNR034W,-0.38,78.4
YNR035C,-0.29,88.04
YNR036C,-0.62,67.52
YNR037C,-0.44,74.6
YNR038W,-0.37,92.15
YNR039C,-0.08,90.78
YNR040W,-0.21,74.3
YNR041C,0.31,95.03
YNR042W,0.08,95.63
YNR043W,-0.28,73.98
YNR044W,-0.02,65.79
YNR045W,-0.57,77.65
YNR046W,-0.08,95.8
YNR047W,-0.87,55.87
YNR048W,-0.18,87.68
YNR049C,-1.11,34.98
YNR050C,-0.14,89.15
YNR051C,-0.89,59.18
YNR052C,-0.55,70.97
YNR053C,-0.7,74.65
YNR054C,-1.17,60.24
YNR055C,0.2,87.77
YNR056C,0.6,100.09
YNR057C,-0.19,88.66
YNR058W,-0.13,86.07
YNR059W,-0.35,80.5
YNR060W,0.04,88.04
YNR061C,0.34,110.08
YNR062C,0.75,114.81
YNR063W,-0.23,93.46
YNR064C,0.0,88.4
YNR065C,-0.48,66.91
YNR066C,-0.36,80.44
YNR067C,-0.17,78.62
YNR068C,-0.48,87.13
YNR069C,-0.59,66.39
YNR070W,-0.04,81.99
YNR071C,-0.42,75.47
YNR072W,0.32,94.01
YNR073C,-0.21,83.76
YNR074C,-0.03,97.74
YNR075W,-0.17,80.61
YNR076W,0.23,89.7
YNR077C,-0.31,67.09
YOL001W,-0.42,84.53
YOL002C,0.44,105.52
YOL003C,-0.27,76.64
YOL004W,-0.74,69.64
YOL005C,-0.36,83.32
YOL006C,-0.96,66.33
YOL007C,-0.5,73.46
YOL008W,-0.07,88.13
YOL009C,-0.28,94.92
YOL010W,-0.03,98.29
YOL011W,-0.18,77.69
YOL012C,-0.35,96.09
YOL013C,-0.09,94.32
YOL014W,0.02,64.03
YOL015W,-0.5,71.88
YOL016C,-0.42,88.69
YOL017W,-0.64,71.71
YOL018C,-0.72,80.92
YOL019W,-0.44,74.46
YOL020W,0.44,103.84
YOL021C,-0.36,84.69
YOL022C,-0.63,70.25
YOL023W,-0.23,102.04
YOL024W,-0.47,73.51
YOL025W,-0.17,104.81
YOL026C,-0.15,73.77
YOL027C,-0.58,75.98
YOL028C,-1.17,57.81
YOL029C,-0.79,62.97
YOL030W,-0.34,66.49
YOL031C,-0.45,90.99
YOL032W,-0.29,84.6
YOL033W,-0.42,83.13
YOL034W,-0.64,82.95
YOL035C,0.72,115.3
YOL036W,-0.78,69.83
YOL037C,0.26,92.03
YOL038W,-0.53,79.19
YOL039W,-0.11,89.67
YOL040C,-0.34,70.04
YOL041C,-0.95,63.33
YOL042W,-0.27,88.17
YOL043C,-0.38,85.71
YOL044W,-0.05,101.27
YOL045W,-0.32,89.83
YOL046C,0.08,83.44
YOL047C,0.29,97.63
YOL048C,0.23,101.8
YOL049W,-0.47,83.0
YOL050C,0.47,106.99
YOL051W,-0.87,64.24
YOL052C,-0.46,69.84
YOL052C-A,0.76,115.99
YOL053W,-0.57,81.43
YOL054W,-1.22,52.58
YOL055C,-0.19,84.96
YOL056W,-0.67,77.63
YOL057W,-0.34,78.7
YOL058W,-0.28,81.83
YOL059W,-0.19,91.36
YOL060C,-0.28,89.2
YOL061W,-0.16,88.92
YOL062C,-0.27,84.33
YOL063C,-0.37,77.51
YOL064C,-0.23,90.73
YOL065C,-0.27,86.02
YOL066C,-0.61,69.17
YOL067C,-0.7,69.96
YOL068C,-0.26,88.42
YOL069W,-0.54,96.58
YOL070C,-0.91,68.97
YOL071W,-0.78,73.58
YOL072W,-0.13,98.2
YOL073C,0.15,98.26
YOL075C,0.05,92.18
YOL076W,-0.38,89.66
YOL077C,-0.64,78.27
YOL078W,-0.85,64.01
YOL079W,1.32,136.89
YOL080C,-0.72,71.87
YOL081W,-0.18,89.42
YOL082W,-0.65,74.72
YOL083W,-0.38,78.29
YOL084W,-0.11,87.92
YOL085C,-0.9,41.51
YOL086C,0.03,88.74
YOL087C,-0.56,77.45
YOL088C,-0.48,82.29
YOL089C,-0.42,82.17
YOL090W,-0.24,97.58
YOL091W,-0.88,67.4
YOL092W,0.4,108.72
YOL093W,-0.98,65.42
YOL094C,-0.18,102.01
YOL095C,-0.27,89.14
YOL096C,-0.34,82.17
YOL097C,-0.45,68.31
YOL098C,-0.31,85.89
YOL099C,0.72,123.68
YOL100W,-0.74,67.52
YOL101C,0.29,98.05
YOL102C,-0.32,100.29
YOL103W,0.22,93.27
YOL104C,-0.23,87.38
YOL105C,-0.24,64.54
YOL106W,0.52,122.28
YOL107W,0.37,110.75
YOL108C,-0.84,89.78
YOL109W,-1.26,56.67
YOL110W,-0.31,76.72
YOL111C,-0.55,85.39
YOL112W,-0.51,71.1
YOL113W,-0.56,78.9
YOL114C,-0.7,70.54
YOL115W,-0.68,77.35
YOL116W,-0.87,63.95
YOL117W,-0.37,86.58
YOL118C,-0.49,59.11
YOL119C,0.48,101.15
YOL120C,-0.4,78.53
YOL121C,-0.55,77.36
YOL122C,0.4,106.9
YOL123W,-1.31,33.54
YOL124C,-0.55,71.91
YOL125W,-0.49,78.13
YOL126C,0.04,105.12
YOL127W,-0.35,84.43
YOL128C,-0.32,81.58
YOL129W,0.59,112.0
YOL130W,-0.57,66.27
YOL131W,-0.77,71.13
YOL132W,-0.38,77.34
YOL133W,-0.6,55.39
YOL134C,0.64,104.35
YOL135C,-0.76,79.65
YOL136C,-0.38,75.51
YOL137W,0.54,103.22
YOL138C,-0.66,70.56
YOL139C,-0.59,75.32
YOL140W,-0.24,86.06
YOL141W,-0.23,88.07
YOL142W,-0.07,83.02
YOL143C,0.01,93.6
YOL144W,-1.09,57.21
YOL145C,-0.7,80.08
YOL146W,-0.22,90.41
YOL147C,0.06,98.84
YOL148C,-0.94,57.52
YOL149W,-0.56,81.3
YOL150C,0.32,100.51
YOL151W,-0.27,81.44
YOL152W,0.1,92.31
YOL153C,,
YOL154W,-0.14,71.49
YOL155C,-0.11,61.92
YOL156W,0.31,88.48
YOL157C,-0.75,57.58
YOL158C,0.47,111.74
YOL159C,-0.38,70.34
YOL160W,-0.09,75.94
YOL161C,0.21,89.34
YOL162W,0.3,106.77
YOL163W,0.35,91.34
YOL164W,-0.29,80.09
YOL165C,-0.26,79.78
YOL166C,0.32,114.44
YOR001W,-0.59,85.14
YOR002W,0.43,98.79
YOR003W,-0.26,77.26
YOR004W,-0.89,68.32
YOR005C,-0.36,88.17
YOR006C,-0.9,60.84
YOR007C,-0.6,67.7
YOR008C,-0.47,53.32
YOR009W,0.18,77.73
YOR010C,0.28,89.88
YOR011W,0.02,85.82
YOR012W,-0.31,72.73
YOR013W,-0.15,74.78
YOR014W,-0.57,72.63
YOR015W,0.26,98.76
YOR016C,0.02,94.25
YOR017W,-0.8,71.31
YOR018W,-0.51,80.54
YOR019W,-0.77,68.37
YOR020C,0.02,108.94
YOR021C,-0.44,91.97
YOR022C,-0.63,74.73
YOR023C,-0.93,69.74
YOR024W,0.54,95.31
YOR025W,-0.5,84.86
YOR026W,-0.23,91.61
YOR027W,-0.87,61.28
YOR028C,-0.74,64.52
YOR029W,0.31,82.62
YOR030W,-0.25,88.89
YOR031W,,
YOR032C,-0.86,63.01
YOR033C,-0.59,75.36
YOR034C,0.04,93.15
YOR035C,-0.03,106.6
YOR036W,-0.44,86.37
YOR037W,-0.45,83.79
YOR038C,-0.28,88.46
YOR039W,-0.45,75.73
YOR040W,-0.46,75.35
YOR041C,0.43,88.33
YOR042W,-1.37,52.24
YOR043W,-0.63,72.75
YOR044W,0.1,98.83
YOR045W,0.39,70.5
YOR046C,-0.37,88.69
YOR047C,-0.64,73.78
YOR048C,-0.67,69.73
YOR049C,0.52,104.31
YOR050C,0.17,86.18
YOR051C,-0.73,82.46
YOR052C,-0.92,52.86
YOR053W,-1.65,61.4
YOR054C,-0.87,61.82
YOR055W,0.66,106.09
YOR056C,-0.86,67.76
YOR057W,-0.75,68.37
YOR058C,-0.68,82.55
YOR059C,-0.06,92.08
YOR060C,-0.48,82.73
YOR061W,-0.33,85.14
YOR062C,-0.72,74.93
YOR063W,-0.55,67.63
YOR064C,-0.78,70.77
YOR065W,-0.4,66.37
YOR066W,-0.75,59.94
YOR067C,0.49,105.31
YOR068C,0.52,106.12
YOR069W,-0.75,70.69
YOR070C,-0.68,66.61
YOR071C,0.25,79.5
YOR072W,0.35,84.17
YOR073W,-1.07,60.5
YOR074C,-0.51,72.72
YOR075W,-0.62,80.0
YOR076C,-0.4,95.45
YOR077W,-1.05,58.78
YOR078W,-1.26,62.89
YOR079C,0.62,126.7
YOR080W,-0.34,91.65
YOR081C,-0.31,82.51
YOR082C,1.32,125.68
YOR083W,-1.15,50.82
YOR084W,-0.31,84.05
YOR085W,0.4,99.71
YOR086C,-0.36,86.86
YOR087W,-0.1,94.27
YOR089C,-0.35,80.57
YOR090C,-0.5,79.93
YOR091W,-1.1,53.39
YOR092W,0.09,95.7
YOR093C,-0.2,90.28
YOR094W,-0.3,88.27
YOR095C,-0.24,93.27
YOR096W,-0.35,94.19
YOR097C,-0.11,84.39
YOR098C,-0.8,42.92
YOR099W,-0.46,61.28
YOR100C,0.03,86.93
YOR101W,-0.83,67.15
YOR102W,-0.27,89.2
YOR103C,0.68,104.99
YOR104W,-0.79,55.03
YOR105W,0.49,133.1
YOR106W,-0.8,79.54
YOR107W,-0.79,65.44
YOR108W,-0.35,79.15
YOR109W,-0.43,77.39
YOR110W,-0.58,72.78
YOR111W,-0.3,88.79
YOR112W,-0.23,92.57
YOR113W,-1.11,48.58
YOR114W,-0.77,65.86
YOR115C,-0.39,88.85
YOR116C,-0.28,87.41
YOR117W,-0.43,87.5
YOR118W,-0.36,84.56
YOR119C,-0.79,67.18
YOR120W,-0.39,89.14
YOR121C,-0.37,72.06
YOR122C,-0.15,90.68
YOR123C,-1.48,45.95
YOR124C,-0.54,82.17
YOR125C,-0.31,81.85
YOR126C,-0.36,80.06
YOR127W,-0.67,71.56
YOR128C,0.0,98.86
YOR129C,-0.26,87.05
YOR130C,0.2,96.62
YOR131C,-0.22,91.63
YOR132W,-0.81,67.58
YOR133W,-0.18,86.45
YOR134W,-0.57,79.18
YOR135C,0.51,112.53
YOR136W,-0.04,96.12
YOR137C,-0.34,86.65
YOR138C,-0.5,77.09
YOR139C,0.5,94.03
YOR140W,-0.75,58.67
YOR141C,-0.59,81.36
YOR142W,-0.04,88.4
YOR143C,-0.23,97.32
YOR144C,-0.57,85.44
YOR145C,-0.5,82.85
YOR146W,0.86,113.73
YOR147W,-0.25,97.17
YOR148C,-0.94,69.7
YOR149C,0.31,107.31
YOR150W,-0.58,75.88
YOR151C,-0.39,79.4
YOR152C,-0.01,86.65
YOR153W,-0.12,78.17
YOR154W,-0.51,80.14
YOR155C,-0.4,86.09
YOR156C,-0.62,71.92
YOR157C,-0.18,86.76
YOR158W,-0.72,80.72
YOR159C,0.1,104.26
YOR160W,0.08,105.72
YOR161C,0.34,87.39
YOR162C,-0.36,82.06
YOR163W,-0.93,62.61
YOR164C,-0.23,84.35
YOR165W,-0.4,86.1
YOR166C,-0.5,81.15
YOR167C,-0.44,91.99
YOR168W,-0.66,69.12
YOR169C,0.1,87.68
YOR170W,0.12,89.96
YOR171C,-0.4,83.03
YOR172W,-0.35,84.53
YOR173W,-0.45,84.89
YOR174W,-0.73,75.23
YOR175C,-0.23,74.07
YOR176W,-0.39,75.55
YOR177C,-1.06,62.75
YOR178C,-0.67,65.76
YOR179C,-0.31,91.98
YOR180C,0.1,98.5
YOR181W,-0.73,57.08
YOR182C,-0.98,56.93
YOR183W,-0.39,82.6
YOR184W,-0.21,90.0
YOR185C,-0.38,74.99
YOR186W,0.0,86.52
YOR187W,-0.2,87.08
YOR188W,-0.88,58.07
YOR189W,-1.33,46.79
YOR190W,-0.48,75.88
YOR191W,-0.66,76.86
YOR192C,0.28,81.92
YOR193W,-0.4,90.99
YOR194C,-0.95,70.13
YOR195W,-1.17,76.92
YOR196C,-0.53,71.9
YOR197W,-0.71,62.61
YOR198C,-1.06,80.33
YOR199W,-0.21,76.46
YOR200W,0.4,96.62
YOR201C,-0.36,83.02
YOR202W,-0.08,93.14
YOR203W,-0.25,73.62
YOR204W,-0.52,66.71
YOR205C,-0.49,81.61
YOR206W,-0.58,78.62
YOR207C,-0.26,88.87
YOR208W,-0.48,84.15
YOR209C,-0.48,75.37
YOR210W,-0.27,92.85
YOR211C,-0.39,91.68
YOR212W,-0.36,73.39
YOR213C,-0.41,80.99
YOR214C,0.08,95.56
YOR215C,-0.52,84.8
YOR216C,-1.07,75.77
YOR217W,-0.52,77.88
YOR218C,0.31,78.56
YOR219C,-0.5,73.79
YOR220W,-0.59,75.68
YOR221C,-0.32,89.43
YOR222W,-0.01,82.54
YOR223W,-0.47,75.52
YOR224C,-0.39,79.67
YOR225W,-0.03,101.03
YOR226C,-0.15,87.91
YOR227W,-0.59,79.81
YOR228C,0.06,105.67
YOR229W,-0.58,64.92
YOR230W,-0.47,71.4
YOR231W,-0.5,74.86
YOR232W,-0.81,62.72
YOR233W,-0.82,67.96
YOR234C,-0.44,74.08
YOR235W,0.25,82.72
YOR236W,-0.44,76.33
YOR237W,-0.56,70.28
YOR238W,-0.5,74.69
YOR239W,-1.07,55.13
YOR241W,-0.29,84.49
YOR242C,-0.67,64.98
YOR243C,-0.61,77.13
YOR244W,-0.73,74.79
YOR245C,-0.11,86.92
YOR246C,0.02,93.08
YOR247W,-0.04,66.64
YOR248W,0.12,123.42
YOR249C,-0.16,95.95
YOR250C,-0.14,97.03
YOR251C,-0.36,72.98
YOR252W,-0.97,69.08
YOR253W,-0.18,88.82
YOR254C,-0.36,84.12
YOR255W,-0.87,70.51
YOR256C,-0.48,80.0
YOR257W,-0.61,82.65
YOR258W,-0.63,69.32
YOR259C,-0.6,80.57
YOR260W,-0.55,76.57
YOR261C,-0.54,95.12
YOR262W,-0.27,85.3
YOR263C,0.19,91.44
YOR264W,-0.55,80.11
YOR265W,-0.99,76.27
YOR266W,-0.24,94.29
YOR267C,-0.96,56.15
YOR268C,0.34,68.53
YOR269W,-0.36,82.34
YOR270C,0.0,87.76
YOR271C,0.04,98.1
YOR272W,-0.47,84.11
YOR273C,0.08,86.08
YOR274W,-0.76,72.67
YOR275C,-0.45,87.66
YOR276W,-0.88,62.1
YOR277C,0.85,120.5
YOR278W,-0.25,96.02
YOR279C,-1.01,68.12
YOR280C,-0.53,71.61
YOR281C,-0.85,70.29
YOR282W,0.3,95.17
YOR283W,-0.57,76.94
YOR284W,-0.41,89.62
YOR285W,-0.52,67.63
YOR286W,-0.47,73.8
YOR287C,-1.52,49.45
YOR288C,-0.44,78.09
YOR289W,-0.51,67.54
YOR290C,-0.79,72.76
YOR291W,-0.16,84.49
YOR292C,-0.04,74.96
YOR293W,-0.9,65.96
YOR294W,-0.85,74.08
YOR295W,-0.62,88.49
YOR296W,-0.32,86.33
YOR297C,-0.03,91.6
YOR298W,-0.3,88.87
YOR299W,-0.16,91.84
YOR300W,-0.71,69.51
YOR301W,-0.2,88.09
YOR302W,-0.7,44.45
YOR303W,-0.2,81.91
YOR304C-A,-0.98,65.4
YOR304W,-0.77,75.86
YOR305W,-0.39,83.47
YOR306C,0.33,91.13
YOR307C,0.3,102.5
YOR308C,-1.09,63.86
YOR309C,-1.24,70.63
YOR310C,-0.64,83.14
YOR311C,0.21,97.33
YOR312C,-0.62,66.24
YOR313C,-0.58,76.14
YOR314W,0.21,95.42
YOR315W,-0.66,74.65
YOR316C,0.06,100.99
YOR317W,-0.24,86.2
YOR318C,-0.05,90.6
YOR319W,-0.37,90.16
YOR320C,-0.26,94.34
YOR321W,0.08,86.68
YOR322C,-0.59,71.86
YOR323C,-0.21,93.7
YOR324C,-0.62,73.46
YOR325W,0.18,74.99
YOR326W,-0.4,88.2
YOR327C,-0.16,92.31
YOR328W,-0.16,77.38
YOR329C,-0.89,62.37
YOR330C,-0.52,73.92
YOR331C,0.79,103.51
YOR332W,-0.53,95.15
YOR333C,-0.03,84.85
YOR334W,-0.26,91.89
YOR335C,-0.48,76.41
YOR336W,-0.27,94.3
YOR337W,-0.47,80.62
YOR338W,-0.74,76.32
YOR339C,-0.29,84.07
YOR340C,-0.65,76.39
YOR341W,-0.46,77.29
YOR342C,-0.44,85.7
YOR343C,-0.3,77.31
YOR344C,-0.75,71.7
YOR345C,0.28,102.82
YOR346W,-0.46,85.09
YOR347C,-0.08,96.51
YOR348C,0.3,95.69
YOR349W,-0.05,101.0
YOR350C,-0.34,88.73
YOR351C,-0.3,93.08
YOR352W,-0.61,80.19
YOR353C,-0.34,88.08
YOR354C,-0.44,85.49
YOR355W,-0.75,66.59
YOR356W,-0.34,79.36
YOR357C,-0.5,70.51
YOR358W,-0.91,58.68
YOR359W,-0.74,68.24
YOR360C,-0.25,89.7
YOR361C,-0.49,69.29
YOR362C,-0.46,77.28
YOR363C,-0.22,92.31
YOR364W,-0.03,89.52
YOR365C,0.41,103.46
YOR366W,0.15,102.62
YOR367W,-0.54,74.54
YOR368W,-0.37,86.77
YOR369C,0.02,109.14
YOR370C,-0.27,77.05
YOR371C,-0.47,72.83
YOR372C,-0.78,63.63
YOR373W,-0.6,77.87
YOR374W,-0.15,86.62
YOR375C,-0.26,77.23
YOR376W,0.21,86.38
YOR377W,-0.37,78.55
YOR378W,0.51,89.42
YOR379C,-0.61,51.62
YOR380W,-0.2,89.96
YOR381W,0.15,89.0
YOR382W,0.1,73.57
YOR383C,0.01,57.41
YOR384W,0.02,89.5
YOR385W,-0.6,65.33
YOR386W,-0.54,70.54
YOR387C,0.21,77.7
YOR388C,-0.39,85.33
YOR389W,-0.4,76.32
YOR390W,0.44,93.04
YOR391C,-0.16,82.0
YOR392W,0.26,96.8
YOR393W,-0.15,89.22
YOR394W,0.26,95.93
YPL001W,-0.5,80.54
YPL002C,-0.24,88.56
YPL003W,-0.22,93.59
YPL004C,-0.66,74.02
YPL005W,-0.53,74.48
YPL006W,0.11,89.88
YPL007C,-0.24,85.54
YPL008W,-0.48,80.75
YPL009C,-0.87,75.2
YPL010W,-0.38,94.6
YPL011C,-0.66,78.94
YPL012W,-0.22,92.05
YPL013C,-0.33,86.35
YPL014W,-0.61,73.24
YPL015C,-0.41,77.1
YPL016W,-0.67,80.35
YPL017C,0.0,96.44
YPL018W,-0.46,90.8
YPL019C,-0.57,81.28
YPL020C,-0.93,64.42
