Absolute_Context_Score_Main_ATG,Numer_of_alt_ATG_5UTR,Numer_of_alt_ATG_ORF,Numer_of_alt_ATG_ORF_30codons,Numer_of_alt_ATG_ORF_200codons,Number_of_alt_ATG_tot,Max_ATG_Context_Score_ORF_30codons,Mean_ATG_Context_Score_ORF_30codons,Max_relative_ATG_Context_Score_ORF_30codons,Mean_relative_ATG_Context_Score_ORF_30codons
NaN,NaN,14,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.4452,0,2,0,0,2,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.612,0,49,1,3,49,-11.9766,-11.9766,1.6353,1.6353
-12.2878,0,38,1,2,38,-14.8328,-14.8328,-2.545,-2.545
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.5022,0,27,1,6,27,-15.3475,-15.3475,-3.8452,-3.8452
NaN,NaN,0,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.3954,0,29,2,3,29,-9.4678,-10.0750130945661,-0.0724179999999999,-0.679629612338779
-7.5345,0,30,0,2,30,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,10,3,0,10,-13.3805,-14.0469471673729,681.4333,680.766817743985
-12.4093,1,89,0,1,90,-12.082,-13.1508397570927,1.3348,0.265960419686759
-13.4168,1,8,3,0,9,-12.082,-13.1508397570927,1.3348,0.265960419686759
-8.8002,1,9,1,4,10,-14.8431,-14.8431,-6.0429,-6.0429
-13.9188,0,30,1,4,30,-15.3788,-15.3788,-1.4601,-1.4601
-694.8137,0,35,2,4,35,-14.8061,-14.9285439299328,680.0077,679.885256070067
NaN,NaN,6,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,52,2,3,52,-9.1832,-9.87054489018971,225.1135,224.42615510981
-9.7015,4,19,0,2,23,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.7593,0,17,1,1,17,-18.0189,-18.0189,-9.2596,-9.2596
-694.8137,0,34,2,5,34,-13.8487,-14.4938069402425,680.9651,680.319988369524
-9.3108,3,5,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.0548,0,29,1,4,29,-14.948,-14.948,-4.8931,-4.8931
-694.8137,0,17,2,3,17,-15.2603,-15.6939599099776,679.5534,679.119740090022
-12.9314,0,72,0,3,72,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-234.2967,0,14,0,1,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.0037,0,38,3,5,38,-12.5283,-13.6116407076823,-1.5246,-2.60794070768233
NaN,NaN,7,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,44,1,2,44,-15.2448,-15.2448,449.3105,449.3105
-11.3241,0,63,0,1,63,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,67,1,5,67,-15.3499,-15.3499,679.4638,679.4638
-15.0063,0,7,2,0,7,-13.9963,-14.0428151680961,1.01,0.963470546225684
-464.5552,0,49,2,4,49,-14.1365,-14.5539407081091,450.4187,450.001259291891
-11.2569,0,56,1,6,56,-12.7827,-12.7827,-1.5258,-1.5258
-13.3106,0,12,2,0,12,-10.6382,-11.2618352774166,2.6724,2.04876572985496
-17.5316,0,20,1,3,20,-16.1435,-16.1435,1.3881,1.3881
-8.5559,0,8,1,0,8,-14.5724,-14.5724,-6.0165,-6.0165
-10.3536,0,26,3,4,26,-11.5408,-12.4956874238215,-1.1872,-2.14208742382155
-15.5773,1,23,1,3,24,-16.1373,-16.1373,-0.55998,-0.55998
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.0474,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.727,1,12,2,0,13,-12.8177,-13.4572061183597,0.90932,0.269812837094949
-13.2136,0,29,2,5,29,-12.7226,-13.2904070943621,0.49101,-0.0767982723885706
-11.1265,0,36,1,2,36,-14.5575,-14.5575,-3.431,-3.431
-14.6008,0,42,0,4,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.44,0,46,0,3,46,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.1235,0,15,1,3,15,-13.5361,-13.5361,-4.4126,-4.4126
-9.3297,0,21,1,4,21,-14.0805,-14.0805,-4.7508,-4.7508
-12.2365,0,9,3,5,9,-12.8707,-13.7037281912434,-0.63415,-1.46718242038594
-10.909,1,69,1,3,70,-16.3785,-16.3785,-5.4695,-5.4695
-10.0229,0,26,1,4,26,-12.9179,-12.9179,-2.895,-2.895
-15.1055,3,2,1,0,5,-14.0721,-14.0721,1.0334,1.0334
-8.5481,0,90,1,3,90,-19.5453,-19.5453,-10.9972,-10.9972
-10.6755,0,26,0,4,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,7,5,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.3403,0,11,0,0,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.448,0,30,1,4,30,-13.5499,-13.5499,-4.1019,-4.1019
-694.8137,0,12,3,0,12,-12.4783,-13.2951344210709,682.3355,681.518624821061
-694.8137,0,28,1,2,28,-15.2786,-15.2786,679.5351,679.5351
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,108,1,2,108,-15.2786,-15.2786,679.5351,679.5351
-234.2967,0,1,1,0,1,-16.1068,-16.1068,218.1899,218.1899
-10.4634,0,16,2,7,16,-16.4141,-17.0629064797608,-5.9508,-6.59960647976084
-16.7544,0,35,0,4,35,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.1462,0,26,0,0,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,24,2,5,24,-14.8259,-15.5070442860622,449.7294,449.048255713938
-10.171,0,26,1,2,26,-10.5184,-10.5184,-0.34744,-0.34744
-694.8137,0,49,1,8,49,-17.7843,-17.7843,677.0294,677.0294
-12.5623,0,25,0,1,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.352,0,46,1,6,46,-13.8114,-13.8114,1.5405,1.5405
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,13,2,3,13,-14.5622,-15.2531197663509,680.2515,679.560580456154
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.597,0,22,1,2,22,-12.6875,-12.6875,1.9095,1.9095
-11.5325,0,9,1,0,9,-13.0577,-13.0577,-1.5252,-1.5252
-10.2362,0,68,3,5,68,-13.5461,-14.0996163888548,-3.31,-3.86347436625457
-464.5552,0,26,0,0,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,11,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,23,3,7,23,-11.2455,-12.3325848225205,223.0512,221.96411517748
-13.6635,0,23,0,4,23,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.718,0,134,0,2,134,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-17.4662,0,19,2,5,19,-7.4785,-8.16193486050292,9.9877,9.30426513949708
-464.5552,0,43,0,2,43,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.2229,0,31,2,3,31,-12.7509,-13.4394241849718,0.472,-0.216524184971772
NaN,NaN,0,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.9001,0,7,2,0,7,-15.4327,-16.0700918229523,679.381,678.282387711332
-694.8137,0,28,1,2,28,-15.4327,-15.4327,679.381,679.381
-694.8137,0,106,1,2,106,-15.4327,-15.4327,679.381,679.381
-14.0182,0,29,1,2,29,-13.6765,-13.6765,0.34168,0.34168
-10.8898,0,60,1,3,60,-17.4283,-17.4283,-6.5385,-6.5385
-12.8188,1,11,1,2,12,-14.0354,-14.0354,-1.2167,-1.2167
-10.6694,0,97,1,6,97,-15.9042,-15.9042,-5.2349,-5.2349
NaN,NaN,7,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-7.5239,0,44,1,3,44,-10.8193,-10.8193,-3.2954,-3.2954
-694.8137,0,108,5,10,108,-14.8633,-15.6851913407066,679.9504,679.128517362306
-15.9348,0,41,1,5,41,-13.6989,-13.6989,2.2359,2.2359
-19.5273,0,33,3,3,33,-12.5889,-13.4228095916235,6.9384,6.10449040837655
-13.2116,0,40,1,4,40,-16.2065,-16.2065,-2.9949,-2.9949
-464.5552,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.2415,1,55,2,5,56,-13.5437,-14.1735193883603,-0.30226,-0.932075706401354
-7.2858,0,164,4,8,164,-12.5471,-13.851257845055,-5.2612,-6.56536298861311
NaN,NaN,6,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,40,1,2,40,-11.1157,-11.1157,683.698,683.698
-464.5552,0,16,0,4,16,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.0961,2,18,2,4,20,-10.8704,-11.5593380757604,-3.7743,-4.46323765571361
-19.2846,3,2,1,0,5,-18.7652,-18.7652,0.51942,0.51942
-11.0967,0,52,4,8,52,-15.5536,-16.5980692440148,-4.4569,-5.50137565300903
-7.6345,0,9,3,3,9,-11.0681,-12.0942840065355,-3.4336,-4.45978400653547
-14.6531,0,28,1,3,28,-14.3298,-14.3298,0.32332,0.32332
-694.8137,0,18,3,4,18,-12.5372,-13.1820359178161,682.2766,681.631762816966
-9.299,1,14,3,4,15,-12.6634,-13.7347108978681,-3.3644,-4.4357108978681
-694.8137,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.4139,0,14,2,6,14,-11.3255,-11.4367747020864,-0.91164,-1.02289705592718
-12.1216,0,17,1,3,17,-13.3115,-13.3115,-1.1899,-1.1899
-694.8137,0,51,1,4,51,-15.3432,-15.3432,679.4706,679.4706
-8.101,0,21,1,4,21,-11.0409,-11.0409,-2.9399,-2.9399
-15.9844,1,20,2,3,21,-13.4425,-13.8867308526299,2.5419,2.09764711274955
-464.5552,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,3,2,0,3,-13.6061,-13.6082476887518,681.2076,681.205452311248
NaN,NaN,23,2,5,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-4.0382,0,7,2,0,7,-7.09,-7.7825817271991,-3.0518,-3.7443817271991
-464.5552,0,99,0,2,99,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-17.4745,0,27,2,2,27,-14.3134,-14.3830422363484,3.1611,3.09145776365155
-8.7049,0,38,4,6,38,-12.2775,-13.5366607979315,-3.5726,-4.8317607979315
-694.8137,0,114,2,2,114,-15.1047,-15.609600052623,679.709,679.204117107092
-694.8137,0,25,2,2,25,-15.1047,-15.609600052623,679.709,679.204117107092
-464.5552,0,58,0,2,58,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.0681,0,47,2,5,47,-15.0981,-15.7737854491712,-0.030032,-0.705716895237454
-9.0208,0,14,3,4,14,-12.9643,-13.7163604637636,-3.9435,-4.69557422802172
-14.8362,0,152,2,3,152,-11.4793,-12.1173402609952,3.3569,2.71885920284685
-14.0802,0,59,0,3,59,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.2274,0,43,0,1,43,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.9134,0,17,3,5,17,-13.2702,-14.3193301022613,-4.3567,-5.40583492982036
-694.8137,0,4,3,0,4,-14.0408,-14.9969195046969,680.7729,679.816793210794
-464.5552,0,34,1,3,34,-15.3826,-15.3826,449.1726,449.1726
-694.8137,0,9,3,0,9,-9.058,-10.0941172034599,685.7557,684.719588815546
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,42,2,2,42,-15.3681,-15.834214860273,449.1872,448.721064830039
NaN,NaN,14,4,5,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-7.1325,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-7.1374,0,21,1,2,21,-14.815,-14.815,-7.6776,-7.6776
-12.0587,0,14,2,0,14,-13.8535,-14.5246342806995,-1.7948,-2.46593428069952
-10.3667,0,7,2,0,7,-11.205,-11.8615057845325,-0.83836,-1.49486722363377
-10.3325,0,26,2,3,26,-14.3326,-14.9920849335882,-4,-4.65948824362593
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,19,1,4,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,23,1,2,23,-18.2061,-18.2061,676.6076,676.6076
-8.478,0,26,2,5,26,-14.6951,-15.3833041296412,-6.2171,-6.90530412964122
-11.5617,1,59,0,5,60,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.4348,0,48,1,2,48,-15.6224,-15.6224,-3.1876,-3.1876
-13.576,0,59,0,2,59,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-6.2162,0,30,3,7,30,-16.285,-17.0762218224314,-10.0688,-10.8599968738429
-12.726,1,28,0,1,29,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.3447,0,22,0,3,22,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.4988,1,33,1,3,34,-13.4869,-13.4869,2.0119,2.0119
-10.6981,1,24,0,0,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.6595,0,10,1,1,10,-10.5576,-10.5576,3.1019,3.1019
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.2753,0,92,1,4,92,-17.2993,-17.2993,-3.024,-3.024
-7.9141,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.2145,0,11,2,2,11,-13.3497,-13.9567977370858,-2.1352,-2.74229773708576
-9.1271,0,80,1,4,80,-16.8433,-16.8433,-7.7162,-7.7162
-14.2166,0,81,0,1,81,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.5175,0,31,0,2,31,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.9943,0,10,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.6714,0,21,1,4,21,-15.4835,-15.4835,-6.8121,-6.8121
-464.5552,0,42,3,5,42,-12.9667,-13.3757513704915,451.5885,451.179448629508
-13.2917,0,56,0,6,56,-12.7361,-13.4869458328616,4.8292,4.07835416713841
-17.5653,0,6,3,0,6,-12.7361,-13.4869458328616,4.8292,4.07835416713841
-15.3678,0,54,3,5,54,-15.8413,-16.2943514332895,-0.47347,-0.926535702126315
-12.6634,0,20,3,5,20,-14.0497,-14.3736070706213,-1.3863,-1.71023293917024
-11.4896,0,11,2,2,11,-16.8531,-16.9789717535006,-5.3635,-5.48937175350062
-11.0101,0,8,0,2,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,45,3,5,45,-10.9857,-12.0605086147625,453.5695,452.494691385238
-18.6877,0,37,4,6,37,-13.2441,-14.0601896854717,5.4436,4.62752343415002
-12.2387,0,34,1,3,34,-15.7415,-15.7415,-3.5028,-3.5028
-464.5552,0,66,1,2,66,-19.2264,-19.2264,445.3289,445.3289
-694.8137,0,14,0,0,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,30,2,5,30,-11.6251,-12.2853475844299,683.1886,682.52835241557
-694.8137,0,36,1,3,36,-15.0357,-15.0357,679.778,679.778
-464.5552,0,46,1,2,46,-13.5204,-13.5204,451.0349,451.0349
-694.8137,0,24,1,3,24,-16.8243,-16.8243,677.9895,677.9895
-694.8137,0,25,0,4,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,21,0,4,21,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,15,2,7,15,-13.0945,-13.5599233672195,681.7193,681.253856268008
-464.5552,0,12,2,7,12,-10.2061,-10.8272282013216,454.3492,453.728071798678
-694.8137,0,14,1,2,14,-19.1063,-19.1063,675.7074,675.7074
-464.5552,0,30,3,6,30,-11.1806,-11.9032004807051,453.3746,452.652000716761
NaN,NaN,9,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,8,1,0,8,-12.5689,-12.5689,682.2449,682.2449
-694.8137,0,20,1,4,20,-17.092,-17.092,677.7217,677.7217
-694.8137,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-4.0382,0,7,2,0,7,-7.09,-7.7825817271991,-3.0518,-3.7443817271991
-11.5957,0,3,0,2,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.1816,0,53,1,2,53,-18.4873,-18.4873,-3.3057,-3.3057
-13.6773,0,17,2,0,17,-10.2807,-10.9710977872649,3.3965,2.70610221273514
-11.9055,0,23,2,8,23,-13.2702,-13.9582570212953,-1.3647,-2.05275702129534
-12.5218,1,25,2,3,26,-10.9212,-11.5633610373716,1.6005,0.958338962628425
-15.9871,0,40,0,2,40,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.1028,0,20,0,3,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.9841,0,16,2,3,16,-12.1511,-12.8317376102838,0.833,0.152362389716228
-10.4462,0,43,0,2,43,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,6,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.8964,0,27,1,2,27,-16.3043,-16.3043,-3.4079,-3.4079
NaN,NaN,2,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,7,2,3,7,-11.172,-12.2344864126707,453.3832,452.320717102516
-464.5552,0,1,0,0,1,-11.172,-11.172,453.3832,453.3832
-694.8137,0,55,2,6,55,-13.8953,-14.1421729856181,680.9184,680.671527014382
-12.954,2,13,2,3,15,-11.0957,-11.7859659590997,1.8583,1.16803404090025
-12.5927,0,52,0,2,52,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.3781,0,80,1,4,80,-10.1765,-10.1765,4.2015,4.2015
-14.8121,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.6898,0,20,1,3,20,-17.0959,-17.0959,-2.406,-2.406
-699.7011,0,128,3,5,128,-11.2492,-12.2215416612339,688.4519,687.479558338766
NaN,NaN,17,1,3,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.4392,0,34,0,2,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.3187,0,31,2,4,31,-9.8053,-10.3809702647835,3.5134,2.93772973521655
-694.8137,0,36,1,1,36,-12.9882,-12.9882,681.8255,681.8255
-12.4337,0,28,0,0,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.6955,0,21,0,0,21,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.9785,1,9,2,0,10,-15.1021,-15.7847207693059,0.87635,0.193729754267131
-464.5552,0,21,1,5,21,-8.4144,-8.4144,456.1408,456.1408
-9.7624,0,32,1,4,32,-15.6086,-15.6086,-5.8463,-5.8463
-18.6414,0,31,0,3,31,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.7877,0,51,2,3,51,-11.2395,-11.4325086135753,1.5482,1.35519138642473
-18.744,0,66,2,4,66,-13.5131,-14.0984785018643,5.2309,4.64551128212038
-11.118,0,3,0,1,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,2,8,1,3,10,-9.7745,-10.463115067153,454.7807,454.08755281944
-8.8361,2,1,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.0289,0,3,1,0,3,-15.1688,-15.1688,-5.1399,-5.1399
-11.7276,0,13,2,0,13,-14.1335,-14.7646916077573,-2.4059,-3.03709160775732
-13.8844,0,13,0,5,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,2,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,7,1,0,7,-18.103,-18.103,446.4522,446.4522
-17.3099,0,6,1,0,6,-15.9493,-15.9493,1.3606,1.3606
NaN,NaN,7,1,3,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-15.0585,0,27,2,2,27,-11.3933,-12.075335528328,3.6652,2.98316469267706
-464.5552,0,57,5,8,57,-12.6118,-13.8520625079709,451.9434,450.703167315697
-13.9783,0,40,1,1,40,-10.6514,-10.6514,3.3269,3.3269
-11.062,0,78,2,4,78,-14.6951,-15.2577688876059,-3.6331,-4.19576888760592
-12.6565,0,21,1,4,21,-14.3765,-14.3765,-1.72,-1.72
-13.6302,0,11,1,4,11,-19.9199,-19.9199,-6.2896,-6.2896
-464.5552,0,18,0,1,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.0229,0,32,0,3,32,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.5813,0,13,1,1,13,-11.6963,-11.6963,-1.115,-1.115
-464.5552,0,18,0,2,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.44,0,17,3,6,17,-17.2997,-17.6693883775827,-9.8597,-10.2293883775827
-15.4443,2,41,2,4,43,-16.184,-16.4934097721499,-0.73963,-1.04906207989623
-13.1031,0,9,3,0,9,-15.5851,-16.5239167616997,-2.482,-3.42081676169971
-14.1511,0,21,2,6,21,-13.7426,-14.3625375374635,0.40856,-0.211381772987473
-11.6573,0,34,0,0,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,11,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.7088,0,13,1,4,13,-15.4648,-15.4648,-3.756,-3.756
-10.3318,0,30,4,6,30,-14.8092,-15.6822741140746,-4.4774,-5.35047411407461
NaN,NaN,10,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,26,1,1,26,-15.11,-15.11,219.1867,219.1867
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.5063,0,28,0,3,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.2345,1,15,3,7,16,-11.06,-12.1317267508666,3.1745,2.10277263460667
-17.1159,0,33,1,2,33,-15.5374,-15.5374,1.5784,1.5784
-464.5552,0,39,5,8,39,-11.6375,-12.6342015381822,452.9177,451.92100949468
-13.4395,3,17,6,7,20,-13.2811,-14.5679071496401,0.15839,-1.12839464105231
-7.2503,1,72,2,3,73,-13.5057,-14.4994632538247,448.2695,447.170887711332
-464.5552,0,1,1,0,1,-16.2857,-16.2857,448.2695,448.2695
-464.5552,0,1,0,0,1,-11.2298,-11.2298,453.3255,453.3255
NaN,NaN,13,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.7802,0,47,0,4,47,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.9549,0,45,4,6,45,-9.148,-10.5033667622455,0.80686,-0.548505544052594
-11.6776,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.2206,0,17,2,2,17,-11.0795,-11.7631262647369,0.14113,-0.542496549004699
-12.7082,0,38,1,6,38,-13.5923,-13.5923,-0.8841,-0.8841
-15.9832,0,65,0,2,65,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,3,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.2487,0,67,2,6,67,-13.4628,-14.1323638427827,-2.2141,-2.88366384278265
-694.8137,0,9,0,0,9,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,70,2,5,70,-12.2531,-12.8452462432688,452.3021,451.709953756731
-10.3843,0,36,3,7,36,-11.9174,-12.7234643226232,-1.5331,-2.33916405991938
-12.7304,1,9,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.5883,0,18,1,3,18,-18.2216,-18.2216,-6.6333,-6.6333
-12.4774,0,15,1,4,15,-11.3386,-11.3386,1.1388,1.1388
-464.5552,0,45,1,3,45,-14.2843,-14.2843,450.2709,450.2709
-15.9926,0,36,0,1,36,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.4829,0,35,1,3,35,-16.9791,-16.9791,-6.4962,-6.4962
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,29,2,5,29,-14.7343,-15.0619536332685,680.0794,679.751746366731
-12.552,0,41,1,4,41,-15.0581,-15.0581,-2.5061,-2.5061
-9.9839,0,59,1,5,59,-10.1727,-10.1727,-0.18884,-0.18884
-11.6421,0,22,1,2,22,-14.8073,-14.8073,-3.1652,-3.1652
-13.9897,0,9,2,0,9,-16.0451,-16.7044821635186,-2.0554,-2.71478216351862
-11.5575,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.4738,4,0,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.2011,2,3,1,0,5,-17.2791,-17.2791,-3.078,-3.078
-694.8137,0,10,0,1,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,3,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.1988,0,23,3,5,23,-12.9939,-13.7321210636457,1.2049,0.466675926202862
