,Gene Name,DTT Fold Change,DTT Intensity (Median),DTT Localization,DTT STD,Description,H2O2 Fold Change,H2O2 Intensity (Median),H2O2 Localization,H2O2 STD,MA3 Fold Change,MA3 Intensity (Median),MA3 Localization,MA3 STD,N' NATIVEpr-GFP in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' NOP1pr-GFP in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' TEF2pr-mCherry in SD Localization,ORF,Pup2 DAmP Localization,SD Intensity (Median),SD Localization,SD STD,Significance of DTT Intensity (Median) Change,Significance of H2O2 Intensity (Median) Change,Significance of MA3 Intensity (Median) Change,Significance of Starvation Intensity (Median) Change,Starvation Fold Change,Starvation Intensity (Median),Starvation Localization,Starvation STD
226,ARD1,0.83,51.38,cytosol,16.59,"Subunit of N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); acetylates many proteins and thus affects telomeric silencing, cell cycle, heat-shock resistance, mating, and sporulation; human Ard1p levels are elevated in cancer cells",0.83,51.22,cytosol,8.5,0.89,54.56,cytosol,8.63,48.91,cytosol,162.69,cytosol,43.71,cytosol,278.11,cytosol,YHR013C,cytosol,61.24,cytosol,16.28,0.0,0.0,0.0,0.0,0.72,44.4,cytosol,
227,ARE1,0.93,19.29,ER,6.37,"Acyl-CoA:sterol acyltransferase, isozyme of Are2p; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen",1.13,23.4,ER,3.84,0.91,18.84,ER,3.08,21.29,ER,87.73,ER,47.01,ER,114.38,ER,YCR048W,ER,20.67,ER,5.22,0.0,0.0,0.0,0.0,0.9,18.73,ER,
228,ARE2,1.03,14.12,cytosol,4.51,"Acyl-CoA:sterol acyltransferase, isozyme of Are1p; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen",1.18,16.13,cytosol,2.62,0.99,13.39,below threshold,1.47,46.59,ER,107.41,ER,46.14,ER,123.01,ER,YNR019W,below threshold,13.59,below threshold,4.21,0.0,0.0,0.0,0.0,1.3,17.68,cytosol,
229,ARF1,1.24,390.13,punctate,135.7,"ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; functionally interchangeable with Arf2p",,,"punctate, cytosol",,1.03,324.43,punctate,100.06,72.56,cytosol,428.12,cytosol,92.68,cytosol,626.04,cytosol,YDL192W,punctate,314.32,punctate,95.38,0.0,0.0,0.0,0.0,0.83,263.44,punctate,
230,ARF2,0.98,15.06,cytosol,5.28,"ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated formation vesicles in intracellular trafficking within the Golgi; functionally interchangeable with Arf1p",1.01,15.56,cytosol,2.82,1.0,15.37,below threshold,1.55,145.18,cytosol,316.65,cytosol,83.94,cytosol,509.26,cytosol,YDL137W,below threshold,15.33,below threshold,4.06,0.0,0.0,0.0,0.0,1.11,17.05,cytosol,
231,ARF3,1.01,15.51,cytosol,4.75,"Glucose-repressible ADP-ribosylation factor, GTPase of the Ras superfamily involved in development of polarity",0.91,14.09,cytosol,3.56,0.95,14.59,below threshold,2.08,41.96,"cytosol,cell periphery",112.82,cytosol,43.34,cytosol,150.85,cytosol,YOR094W,below threshold,15.33,below threshold,4.39,0.0,0.0,0.0,0.0,1.05,16.15,cytosol,
232,ARG1,0.6,451.63,cytosol,215.21,"Arginosuccinate synthetase, catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate",1.1,822.3,cytosol,175.71,1.01,745.28,cytosol,250.4,,missing,210.23,cytosol,,,48.48,missing,YOL058W,cytosol,741.23,cytosol,249.28,0.0,0.0,0.0,,,,cytosol,
233,ARG2,0.91,20.35,mitochondria,7.79,"Acetylglutamate synthase (glutamate N-acetyltransferase), mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p",1.07,24.01,mitochondria,4.18,1.11,24.64,mitochondria,2.76,767.45,cytosol,293.77,cytosol,0.0,,254.94,cytosol,YJL071W,mitochondria,22.26,mitochondria,5.19,0.0,0.0,0.0,-1.0,0.8,18.02,mitochondria,
234,ARG3,0.5,149.24,cytosol,48.0,"Ornithine carbamoyltransferase (carbamoylphosphate:L-ornithine carbamoyltransferase), catalyzes the sixth step in the biosynthesis of the arginine precursor ornithine",1.18,348.88,cytosol,76.32,1.06,311.97,cytosol,91.5,167.03,cytosol,98.43,cytosol,57.59,cytosol,118.71,cytosol,YJL088W,cytosol,294.82,cytosol,86.79,-1.0,0.0,0.0,,,,nucleus,
235,ARG4,0.98,16.27,cytosol,5.3,"Argininosuccinate lyase, catalyzes the final step in the arginine biosynthesis pathway",1.02,16.96,cytosol,2.96,1.03,17.05,below threshold,2.36,204.88,cytosol,125.33,cytosol,69.07,cytosol,181.09,cytosol,YHR018C,below threshold,16.57,below threshold,3.65,0.0,0.0,0.0,0.0,0.9,15.0,cytosol,
236,ARG5,,,,,,,,,,,,,,,,,,,,,,YER069W,,140.72,mitochondria,38.35,,,,,,,,
237,ARG8,0.61,127.16,mitochondria,43.93,"Acetylornithine aminotransferase, catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine",0.82,171.8,mitochondria,49.01,0.91,189.85,mitochondria,40.6,,missing,200.17,mitochondria,51.04,,,mitochondria,YOL140W,mitochondria,207.65,mitochondria,58.17,0.0,0.0,0.0,-1.0,0.35,72.96,mitochondria,
238,ARG81,0.98,21.24,nucleus,6.71,"Zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type, involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p",0.96,20.67,nucleus,3.15,0.96,20.68,nucleus,2.6,22.41,"punctate,nucleus",41.85,"punctate,nucleus",26.28,nucleus,28.26,nucleus,YML099C,nucleus,21.53,nucleus,5.27,0.0,0.0,0.0,-1.0,0.79,17.07,nucleus,
239,ARG82,1.09,16.93,cytosol,6.44,"Inositol polyphosphate multikinase (IPMK), sequentially phosphorylates Ins(1,4,5)P3 to form Ins(1,3,4,5,6)P5; also has diphosphoinositol polyphosphate synthase activity; regulates arginine-, phosphate-, and nitrogen-responsive genes",1.34,20.87,cytosol,4.49,1.08,16.75,below threshold,2.41,22.05,below threshold,53.16,"cytosol,nucleus",25.72,below threshold,64.28,nucleus,YDR173C,below threshold,15.45,below threshold,3.75,0.0,0.0,0.0,0.0,1.35,20.89,cytosol,
240,ARH1,1.09,25.95,mitochondria,10.85,"Oxidoreductase of the mitochondrial inner membrane, involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability",0.97,23.08,mitochondria,4.56,0.91,21.58,mitochondria,3.17,,missing,100.49,mitochondria,34.64,,4.77,mitochondria,YDR376W,mitochondria,23.72,mitochondria,7.29,0.0,0.0,0.0,0.0,1.26,30.04,mitochondria,
241,ARI1,1.91,97.02,cytosol,37.13,"NADPH-dependent aldehyde reductase, utilizes aromatic and alophatic aldehyde substrates; member of the short-chain dehydrogenase/reductase superfamily",1.38,69.86,cytosol,17.13,1.08,54.82,cytosol,10.25,71.98,cytosol,260.4,cytosol,,,364.29,cytosol,YGL157W,cytosol,50.54,cytosol,13.71,1.0,1.0,0.0,1.0,1.7,86.33,cytosol,
242,ARK1,1.33,29.73,punctate,9.52,Serine/threonine protein kinase involved in regulation of the cortical actin cytoskeleton; involved in control of endocytosis,1.17,26.1,punctate,3.78,1.0,22.35,punctate,3.84,28.27,"punctate,bud neck",58.76,"punctate,bud",42.48,punctate,58.14,"punctate,bud neck",YNL020C,punctate,22.26,punctate,5.82,1.0,0.0,0.0,0.0,1.16,25.96,punctate,
243,ARL1,1.12,14.26,cytosol,4.7,"Soluble GTPase with a role in regulation of membrane traffic; regulates potassium influx; G protein of the Ras superfamily, similar to ADP-ribosylation factor",1.04,13.33,cytosol,2.77,1.07,13.56,below threshold,1.36,83.44,cytosol,188.01,cytosol,70.03,cytosol,298.13,"cytosol,nucleus",YBR164C,below threshold,12.69,below threshold,3.94,0.0,0.0,0.0,0.0,1.29,16.45,cytosol,
244,ARL3,,,,,,,,,,,,,,21.59,cytosol,108.37,cytosol,43.51,cytosol,179.74,cytosol,YPL051W,,,,,,,,,,,,
245,ARN1,0.95,14.53,cytosol,4.58,"Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores",1.0,15.32,cytosol,3.4,0.98,15.05,below threshold,2.58,0.0,below threshold,57.54,"cell periphery,vacuole",31.49,cytosol,,missing,YHL040C,below threshold,15.27,below threshold,3.88,0.0,0.0,0.0,0.0,1.02,15.68,cytosol,
246,ARN2,0.92,14.62,cytosol,4.68,"Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to the siderophore triacetylfusarinine C",0.97,15.52,cytosol,2.82,0.92,14.54,below threshold,2.16,15.58,below threshold,59.43,vacuole,24.49,below threshold,94.86,vacuole,YHL047C,below threshold,15.84,below threshold,4.18,0.0,0.0,0.0,0.0,1.04,16.56,cytosol,
247,ARO1,0.81,125.61,cytosol,42.94,"Pentafunctional arom protein, catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids",1.01,157.24,cytosol,35.38,1.1,169.82,cytosol,19.77,85.72,cytosol,275.08,cytosol,80.47,cytosol,192.0,cytosol,YDR127W,cytosol,154.26,cytosol,42.6,0.0,0.0,0.0,0.0,0.62,97.13,cytosol,
248,ARO10,0.34,37.57,cytosol,31.55,"Phenylpyruvate decarboxylase, catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway",1.05,113.26,cytosol,36.9,1.07,115.06,cytosol,47.66,23.14,below threshold,184.34,cytosol,59.69,cytosol,217.94,cytosol,YDR380W,cytosol,107.46,cytosol,48.99,-1.0,0.0,0.0,0.0,0.14,15.92,cytosol,
249,ARO2,,,,,,,,,,,,,,,,,,,,,,YGL148W,,146.19,cytosol,38.02,,,,,,,,
250,ARO3,0.86,15.48,cytosol,4.03,"3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan",1.0,18.02,cytosol,4.46,0.94,16.86,below threshold,2.41,158.3,nucleus,342.62,nucleus,86.99,nucleus,385.88,nucleus,YDR035W,below threshold,17.98,below threshold,4.42,0.0,0.0,0.0,0.0,1.37,24.78,cytosol,
251,ARO4,0.78,14.42,cytosol,4.88,"3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan",0.92,16.93,cytosol,3.2,0.91,16.73,below threshold,2.3,284.16,nucleus,385.44,nucleus,0.0,,386.62,nucleus,YBR249C,below threshold,18.39,below threshold,3.77,0.0,0.0,0.0,0.0,1.54,28.43,cytosol,
252,ARO7,0.66,45.83,cytosol,17.71,"Chorismate mutase, catalyzes the conversion of chorismate to prephenate to initiate the tyrosine/phenylalanine-specific branch of aromatic amino acid biosynthesis",1.01,69.54,cytosol,11.99,0.9,61.52,cytosol,9.41,45.36,cytosol,152.74,cytosol,54.34,cytosol,171.85,cytosol,YPR060C,cytosol,68.63,cytosol,17.9,0.0,0.0,0.0,0.0,0.5,34.94,cytosol,
253,ARO8,0.81,179.02,cytosol,74.27,"Aromatic aminotransferase I, expression is regulated by general control of amino acid biosynthesis",0.9,198.48,cytosol,48.13,1.03,225.82,cytosol,39.53,98.67,cytosol,443.17,cytosol,81.46,cytosol,506.78,cytosol,YGL202W,cytosol,218.62,cytosol,54.36,0.0,0.0,0.0,,,,nucleus,
254,ARO80,1.15,19.58,nucleus,6.91,Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids,0.99,16.96,nucleus,4.02,1.0,16.97,nucleus,2.87,19.74,below threshold,13.4,below threshold,23.11,nucleus,29.42,nucleus,YDR421W,nucleus,16.97,nucleus,4.71,0.0,0.0,0.0,0.0,1.08,18.39,nucleus,
255,ARO9,0.56,58.05,cytosol,40.43,"Aromatic aminotransferase II, catalyzes the first step of tryptophan, phenylalanine, and tyrosine catabolism",1.09,111.55,cytosol,30.08,0.89,91.11,cytosol,31.43,30.69,cytosol,157.96,cytosol,76.93,cytosol,239.08,cytosol,YHR137W,cytosol,102.01,cytosol,55.07,-1.0,0.0,0.0,0.0,0.15,15.56,cytosol,
256,ARP1,0.94,18.89,cytosol,5.73,Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; putative ortholog of mammalian centractin,1.26,25.18,cytosol,4.37,0.99,19.69,cytosol,2.78,18.34,below threshold,52.98,cytosol,0.0,,12.57,punctate,YHR129C,vacuole membrane,19.89,cytosol,5.31,0.0,0.0,0.0,0.0,1.73,34.49,cytosol,
257,ARP10,1.09,18.04,cytosol,5.71,"Component of the dynactin complex, localized to the pointed end of the Arp1p filament; may regulate membrane association of the complex",1.04,17.23,cytosol,3.9,1.01,16.62,below threshold,2.84,18.47,below threshold,20.31,below threshold,23.45,below threshold,8.68,below threshold,YDR106W,below threshold,16.43,below threshold,3.98,0.0,0.0,0.0,0.0,1.01,16.66,cytosol,
258,ARP2,,,,,,,,,,,,,,,,,,,,,,YDL029W,,14.95,below threshold,3.79,,,,,,,,
259,ARP3,,,,,,,,,,,,,,21.13,below threshold,91.51,"cytosol,punctate",23.18,below threshold,7.39,missing,YJR065C,,,,,,,,,,,,
260,ARP4,1.09,17.67,cytosol,6.29,"Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes",1.05,17.0,cytosol,3.3,1.04,16.81,below threshold,3.56,31.91,nucleus,76.36,nucleus,41.27,nucleus,88.76,nucleus,YJL081C,below threshold,16.12,below threshold,3.66,0.0,0.0,0.0,0.0,0.96,15.6,cytosol,
261,ARP5,0.83,26.68,nucleus,7.59,"Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes",1.07,34.43,nucleus,6.92,0.99,31.66,nucleus,5.31,54.9,nucleus,105.52,nucleus,51.05,nucleus,91.83,nucleus,YNL059C,nucleus,31.97,nucleus,7.57,0.0,0.0,0.0,1.0,1.48,47.33,nucleus,
262,ARP6,1.05,18.79,nucleus,8.58,"Actin-related protein that binds nucleosomes; a component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A",1.06,19.04,nucleus,3.52,0.98,17.43,nucleus,1.98,20.21,"punctate,nucleus",59.19,"punctate,nucleus",29.19,below threshold,13.96,"punctate,nucleus",YLR085C,nucleus,17.86,nucleus,4.5,0.0,0.0,0.0,0.0,0.95,17.08,nucleus,
263,ARP7,1.07,60.08,nucleus,15.21,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation,1.17,65.75,nucleus,14.22,0.9,50.38,nucleus,7.93,43.78,nucleus,92.03,"cytosol,nucleus",0.0,,75.08,nucleus,YPR034W,nucleus,55.94,nucleus,12.11,0.0,0.0,0.0,0.0,0.78,44.05,nucleus,
264,ARP8,1.2,17.68,cytosol,5.73,"Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes",0.95,13.94,cytosol,3.13,1.14,16.63,below threshold,2.3,33.31,nucleus,72.45,nucleus,43.33,"nucleus,nucleolus",65.93,nucleus,YOR141C,below threshold,14.62,below threshold,3.81,0.0,0.0,0.0,0.0,1.16,17.03,cytosol,
265,ARP9,1.19,19.07,cytosol,13.55,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation,1.07,17.21,cytosol,3.51,1.07,17.04,below threshold,2.93,39.22,nucleus,93.39,nucleus,44.18,nucleus,99.76,nucleus,YMR033W,below threshold,15.94,below threshold,4.19,0.0,0.0,0.0,0.0,1.0,15.94,cytosol,
266,ARR1,1.09,18.84,cytosol,6.5,"Transcriptional activator of the basic leucine zipper (bZIP) family, required for transcription of genes involved in resistance to arsenic compounds",1.04,18.04,cytosol,3.37,0.98,16.95,below threshold,2.7,18.05,below threshold,40.32,"cytosol,punctate,nucleus",19.9,,0.0,below threshold,YPR199C,below threshold,17.24,below threshold,3.83,0.0,0.0,0.0,0.0,1.12,19.35,cytosol,
267,ARR2,,,,,,,,,,,,,,16.08,below threshold,81.45,cytosol,22.9,below threshold,8.49,below threshold,YPR200C,,,,,,,,,,,,
268,ARR3,0.97,15.43,cytosol,5.27,"Arsenite transporter of the plasma membrane, required for resistance to arsenic compounds; transcription is activated by Arr1p in the presence of arsenite",0.87,13.82,cytosol,3.24,0.83,13.18,below threshold,1.71,20.09,below threshold,66.18,"punctate,vacuole",26.22,below threshold,121.95,"ER,vacuole",YPR201W,below threshold,15.87,below threshold,4.3,0.0,0.0,0.0,0.0,1.1,17.5,cytosol,
269,ART10,1.26,24.02,cytosol,8.08,Protein of unknown function that contains 2 PY motifs and is ubiquinated by Rsp5p; green fluorescent protein (GFP)-fusion protein localizes it to the cytoplasm; non-essential gene,1.05,20.05,cytosol,3.13,1.26,24.05,below threshold,3.51,23.7,"ambiguous,punctate",64.98,"cytosol,nucleus",33.3,cytosol,74.9,cytosol,YLR392C,below threshold,19.04,below threshold,6.09,0.0,0.0,0.0,0.0,1.08,20.58,cytosol,
270,ART5,0.98,23.48,cytosol,7.09,Protein proposed to regulate the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane,1.04,24.74,cytosol,4.96,1.01,24.04,cytosol,3.9,21.17,below threshold,48.07,cytosol,31.11,cytosol,63.15,cytosol,YGR068C,cytosol,23.77,cytosol,5.31,0.0,0.0,0.0,0.0,0.82,19.71,cytosol,
271,ARV1,0.93,15.16,cytosol,4.81,Protein functioning in transport of glycosylphosphatidylinositol intermediates into the ER lumen; required for normal intracellular sterol distribution and for sphingolipid metabolism; similar to Nup120p and C. elegans R05H5.5 protein,1.01,16.33,cytosol,3.89,1.0,16.2,below threshold,1.8,16.34,below threshold,48.64,ER,27.54,below threshold,52.22,ER,YLR242C,below threshold,16.14,below threshold,5.91,0.0,0.0,0.0,0.0,1.01,16.41,cytosol,
272,ARX1,0.69,91.8,nucleus,26.44,Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit biogenesis; interacts directly with Alb1; responsible for Tif6 recycling defects in absence of Rei1; associated with the ribosomal export complex,1.09,145.11,nucleus,32.15,1.28,170.31,nucleus,32.38,71.31,nucleus,177.99,nucleus,0.0,,182.96,nucleus,YDR101C,nucleus,132.73,nucleus,33.19,0.0,0.0,0.0,-1.0,0.38,50.56,nucleus,
273,ASA1,1.07,17.81,cytosol,6.14,"Putative protein of unknown function; subunit of the ASTRA complex (Rvb1p, Rvb2p, Tra1p, Tti1p, Tti2, Asa1p and Tra1p) which is part of the chromatin remodeling machinery",1.02,17.0,cytosol,2.61,0.99,16.44,below threshold,2.39,14.83,below threshold,84.56,cytosol,0.0,,115.75,"cell periphery,vacuole",YPR085C,below threshold,16.57,below threshold,3.84,0.0,0.0,0.0,0.0,1.11,18.43,cytosol,
274,ASC1,0.75,13.34,cytosol,6.91,G-protein beta subunit and guanine nucleotide dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; represses Gcn4p in the absence of amino acid starvation,1.01,17.99,cytosol,2.82,1.22,21.72,below threshold,3.41,1720.53,cytosol,452.61,cytosol,90.05,cytosol,472.07,cytosol,YMR116C,below threshold,17.75,below threshold,3.71,0.0,0.0,0.0,0.0,0.92,16.38,cytosol,
275,ASE1,0.92,15.51,cytosol,5.51,Mitotic spindle midzone localized microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate,0.97,16.3,cytosol,3.75,1.07,17.95,below threshold,2.07,20.07,punctate,33.51,punctate,23.43,below threshold,7.9,punctate,YOR058C,below threshold,16.72,below threshold,4.16,0.0,0.0,0.0,0.0,0.92,15.42,cytosol,
276,ASF1,1.02,16.27,cytosol,6.37,"Nucleosome assembly factor, involved in chromatin assembly and disassembly, anti-silencing protein that causes derepression of silent loci when overexpressed; plays a role in regulating Ty1 transposition",1.04,16.62,cytosol,3.64,1.1,17.42,below threshold,2.64,45.34,nucleus,121.77,nucleus,0.0,,220.6,nucleus,YJL115W,below threshold,15.84,below threshold,3.99,0.0,0.0,0.0,0.0,0.95,15.12,cytosol,
277,ASF2,1.15,17.83,cytosol,5.78,Anti-silencing protein that causes derepression of silent loci when overexpressed,0.98,15.17,cytosol,2.68,1.08,16.62,below threshold,2.11,26.22,punctate,45.04,nucleus,27.02,"punctate,nucleus",22.67,nucleus,YDL197C,below threshold,15.41,below threshold,3.57,0.0,0.0,0.0,0.0,0.91,14.07,cytosol,
278,ASG1,0.93,30.04,nucleus,7.61,"Zinc cluster protein proposed to function as a transcriptional regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance",1.0,32.54,nucleus,5.17,0.98,31.78,nucleus,3.95,22.7,nucleus,57.59,nucleus,0.0,,48.49,nucleus,YIL130W,nucleus,32.26,nucleus,7.51,0.0,0.0,0.0,0.0,0.87,28.15,nucleus,
279,ASG7,0.94,15.26,cytosol,5.37,Protein that regulates signaling from a G protein beta subunit Ste4p and its relocalization within the cell; specific to a-cells and induced by alpha-factor,0.95,15.29,cytosol,2.75,1.02,16.41,below threshold,2.78,20.79,below threshold,58.88,"punctate,vacuole",25.73,below threshold,96.92,vacuole,YJL170C,below threshold,16.09,below threshold,3.5,0.0,0.0,0.0,0.0,0.9,14.53,cytosol,
280,ASH1,1.03,19.04,nucleus,6.66,"Zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate",1.16,21.47,nucleus,4.93,1.01,18.6,nucleus,2.85,25.34,nucleus,31.91,nucleus,25.07,below threshold,10.17,nucleus,YKL185W,nucleus,18.43,nucleus,4.98,0.0,0.0,0.0,0.0,0.8,14.76,nucleus,
